"y2_hhid","reg","dis","ward","id","con","ccm_leg10","split_leg10","ccm_prez10","split_prez10"
"0103013301032201","DODOMA","KONGWA","KONGWA",116,"KONGWA",1,100,1,81.15
"0103013301041101","DODOMA","KONGWA","KONGWA",116,"KONGWA",1,100,1,81.15
"0103013301041102","DODOMA","KONGWA","KONGWA",116,"KONGWA",1,100,1,81.15
"0103013301065201","DODOMA","KONGWA","KONGWA",116,"KONGWA",1,100,1,81.15
"0104017304000401","DODOMA","DODOMA RURAL","MVUMI MISSION",98,"MTERA",1,64.7,1,70.59
"0104017304001701","DODOMA","DODOMA RURAL","MVUMI MISSION",98,"MTERA",1,64.7,1,70.59
"0104017304002201","DODOMA","DODOMA RURAL","MVUMI MISSION",98,"MTERA",1,64.7,1,70.59
"0104017304003401","DODOMA","DODOMA RURAL","MVUMI MISSION",98,"MTERA",1,64.7,1,70.59
"0104017304003406","DODOMA","DODOMA RURAL","MVUMI MISSION",98,"MTERA",1,64.7,1,70.59
"0104017304003407","DODOMA","DODOMA RURAL","MVUMI MISSION",98,"MTERA",1,64.7,1,70.59
"0104017304004102","DODOMA","DODOMA RURAL","MVUMI MISSION",98,"MTERA",1,64.7,1,70.59
"0104017304008601","DODOMA","DODOMA RURAL","MVUMI MISSION",98,"MTERA",1,64.7,1,70.59
"0104017304009201","DODOMA","DODOMA RURAL","MVUMI MISSION",98,"MTERA",1,64.7,1,70.59
"0104017304009401","DODOMA","DODOMA RURAL","MVUMI MISSION",98,"MTERA",1,64.7,1,70.59
"0104017304009402","DODOMA","DODOMA RURAL","MVUMI MISSION",98,"MTERA",1,64.7,1,70.59
"0104031001003001","DODOMA","DODOMA RURAL","CHIBELELA",99,"BAHI",1,87.05,1,80.9
"0104031001010201","DODOMA","DODOMA RURAL","CHIBELELA",99,"BAHI",1,87.05,1,80.9
"0104031001017402","DODOMA","DODOMA RURAL","CHIBELELA",99,"BAHI",1,87.05,1,80.9
"0104031001017403","DODOMA","DODOMA RURAL","CHIBELELA",99,"BAHI",1,87.05,1,80.9
"0104031001018001","DODOMA","DODOMA RURAL","CHIBELELA",99,"BAHI",1,87.05,1,80.9
"0104031001046201","DODOMA","DODOMA RURAL","CHIBELELA",99,"BAHI",1,87.05,1,80.9
"0104031001048201","DODOMA","DODOMA RURAL","CHIBELELA",99,"BAHI",1,87.05,1,80.9
"0104031001074501","DODOMA","DODOMA RURAL","CHIBELELA",99,"BAHI",1,87.05,1,80.9
"0104031001074502","DODOMA","DODOMA RURAL","CHIBELELA",99,"BAHI",1,87.05,1,80.9
"0104031001112801","DODOMA","DODOMA RURAL","CHIBELELA",99,"BAHI",1,87.05,1,80.9
"0104031001112804","DODOMA","DODOMA RURAL","CHIBELELA",99,"BAHI",1,87.05,1,80.9
"0104038003034701","DODOMA","DODOMA RURAL","BAHI",100,"BAHI",1,87.05,1,80.9
"0104038003039601","DODOMA","DODOMA RURAL","BAHI",100,"BAHI",1,87.05,1,80.9
"0104038003046001","DODOMA","DODOMA RURAL","BAHI",100,"BAHI",1,87.05,1,80.9
"0104038003069301","DODOMA","DODOMA RURAL","BAHI",100,"BAHI",1,87.05,1,80.9
"0104038003076801","DODOMA","DODOMA RURAL","BAHI",100,"BAHI",1,87.05,1,80.9
"0104038003076803","DODOMA","DODOMA RURAL","BAHI",100,"BAHI",1,87.05,1,80.9
"0104038003085401","DODOMA","DODOMA RURAL","BAHI",100,"BAHI",1,87.05,1,80.9
"0104038003105701","DODOMA","DODOMA RURAL","BAHI",100,"BAHI",1,87.05,1,80.9
"0104038003110801","DODOMA","DODOMA RURAL","BAHI",100,"BAHI",1,87.05,1,80.9
"0105009003011401","DODOMA","DODOMA URBAN","CHILANGA",101,"DODOMA MJINI",1,49.68,1,46.84
"0105009003034701","DODOMA","DODOMA URBAN","CHILANGA",101,"DODOMA MJINI",1,49.68,1,46.84
"0105009003039601","DODOMA","DODOMA URBAN","CHILANGA",101,"DODOMA MJINI",1,49.68,1,46.84
"0105009003046001","DODOMA","DODOMA URBAN","CHILANGA",101,"DODOMA MJINI",1,49.68,1,46.84
"0105009003059901","DODOMA","DODOMA URBAN","CHILANGA",101,"DODOMA MJINI",1,49.68,1,46.84
"0105009003069301","DODOMA","DODOMA URBAN","CHILANGA",101,"DODOMA MJINI",1,49.68,1,46.84
"0105009003076801","DODOMA","DODOMA URBAN","CHILANGA",101,"DODOMA MJINI",1,49.68,1,46.84
"0105009003105701","DODOMA","DODOMA URBAN","CHILANGA",101,"DODOMA MJINI",1,49.68,1,46.84
"0105010004015101","DODOMA","DODOMA URBAN","HOMBOLO",102,"DODOMA MJINI",1,49.68,1,46.84
"0105010004015105","DODOMA","DODOMA URBAN","HOMBOLO",102,"DODOMA MJINI",1,49.68,1,46.84
"0105010004016601","DODOMA","DODOMA URBAN","HOMBOLO",102,"DODOMA MJINI",1,49.68,1,46.84
"0105010004027201","DODOMA","DODOMA URBAN","HOMBOLO",102,"DODOMA MJINI",1,49.68,1,46.84
"0105010004033501","DODOMA","DODOMA URBAN","HOMBOLO",102,"DODOMA MJINI",1,49.68,1,46.84
"0105010004040301","DODOMA","DODOMA URBAN","HOMBOLO",102,"DODOMA MJINI",1,49.68,1,46.84
"0105010004048001","DODOMA","DODOMA URBAN","HOMBOLO",102,"DODOMA MJINI",1,49.68,1,46.84
"0105010004051701","DODOMA","DODOMA URBAN","HOMBOLO",102,"DODOMA MJINI",1,49.68,1,46.84
"0105010004069201","DODOMA","DODOMA URBAN","HOMBOLO",102,"DODOMA MJINI",1,49.68,1,46.84
"0105029002016101","DODOMA","DODOMA URBAN","NALA",103,"DODOMA MJINI",1,49.68,1,46.84
"0105029002022401","DODOMA","DODOMA URBAN","NALA",103,"DODOMA MJINI",1,49.68,1,46.84
"0105029002032201","DODOMA","DODOMA URBAN","NALA",103,"DODOMA MJINI",1,49.68,1,46.84
"0105029002055701","DODOMA","DODOMA URBAN","NALA",103,"DODOMA MJINI",1,49.68,1,46.84
"0105029002064901","DODOMA","DODOMA URBAN","NALA",103,"DODOMA MJINI",1,49.68,1,46.84
"0105029002069001","DODOMA","DODOMA URBAN","NALA",103,"DODOMA MJINI",1,49.68,1,46.84
"0105029002069101","DODOMA","DODOMA URBAN","NALA",103,"DODOMA MJINI",1,49.68,1,46.84
"0105029002123801","DODOMA","DODOMA URBAN","NALA",103,"DODOMA MJINI",1,49.68,1,46.84
"0201010001014801","ARUSHA","MONDULI","SELELA",26,"MONDULI",1,83.84,1,65.3
"0201010001026301","ARUSHA","MONDULI","SELELA",26,"MONDULI",1,83.84,1,65.3
"0201010001029701","ARUSHA","MONDULI","SELELA",26,"MONDULI",1,83.84,1,65.3
"0201010001033601","ARUSHA","MONDULI","SELELA",26,"MONDULI",1,83.84,1,65.3
"0201010001051101","ARUSHA","MONDULI","SELELA",26,"MONDULI",1,83.84,1,65.3
"0201010001055801","ARUSHA","MONDULI","SELELA",26,"MONDULI",1,83.84,1,65.3
"0201010001065601","ARUSHA","MONDULI","SELELA",26,"MONDULI",1,83.84,1,65.3
"0201010001078501","ARUSHA","MONDULI","SELELA",26,"MONDULI",1,83.84,1,65.3
"0201011001004801","ARUSHA","MONDULI","ENGARUKA",27,"MONDULI",1,83.84,1,65.3
"0201011001020601","ARUSHA","MONDULI","ENGARUKA",27,"MONDULI",1,83.84,1,65.3
"0201011001020901","ARUSHA","MONDULI","ENGARUKA",27,"MONDULI",1,83.84,1,65.3
"0201011001024601","ARUSHA","MONDULI","ENGARUKA",27,"MONDULI",1,83.84,1,65.3
"0201011001024604","ARUSHA","MONDULI","ENGARUKA",27,"MONDULI",1,83.84,1,65.3
"0201011001025901","ARUSHA","MONDULI","ENGARUKA",27,"MONDULI",1,83.84,1,65.3
"0201011001030001","ARUSHA","MONDULI","ENGARUKA",27,"MONDULI",1,83.84,1,65.3
"0201011001030401","ARUSHA","MONDULI","ENGARUKA",27,"MONDULI",1,83.84,1,65.3
"0201011001030402","ARUSHA","MONDULI","ENGARUKA",27,"MONDULI",1,83.84,1,65.3
"0201011001030409","ARUSHA","MONDULI","ENGARUKA",27,"MONDULI",1,83.84,1,65.3
"0201011001030501","ARUSHA","MONDULI","ENGARUKA",27,"MONDULI",1,83.84,1,65.3
"0202011303000601","ARUSHA","ARUMERU","MAJIYA CHAI",1,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0202011303000602","ARUSHA","ARUMERU","MAJIYA CHAI",1,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0202011303005501","ARUSHA","ARUMERU","MAJIYA CHAI",1,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0202011303008601","ARUSHA","ARUMERU","MAJIYA CHAI",1,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0202011303009001","ARUSHA","ARUMERU","MAJIYA CHAI",1,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0202011303011601","ARUSHA","ARUMERU","MAJIYA CHAI",1,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0202011303015501","ARUSHA","ARUMERU","MAJIYA CHAI",1,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0202011303015801","ARUSHA","ARUMERU","MAJIYA CHAI",1,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0202011303019301","ARUSHA","ARUMERU","MAJIYA CHAI",1,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0202011303019305","ARUSHA","ARUMERU","MAJIYA CHAI",1,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0202012001005901","ARUSHA","ARUMERU","KIKWE",2,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0202012001018501","ARUSHA","ARUMERU","KIKWE",2,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0202012001021401","ARUSHA","ARUMERU","KIKWE",2,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0202012001021601","ARUSHA","ARUMERU","KIKWE",2,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0202012001021701","ARUSHA","ARUMERU","KIKWE",2,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0202012001022301","ARUSHA","ARUMERU","KIKWE",2,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0202012001049801","ARUSHA","ARUMERU","KIKWE",2,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0202012001058601","ARUSHA","ARUMERU","KIKWE",2,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0202024305008801","ARUSHA","ARUMERU","KIRANYI",3,"ARUMERU MAGHARIBI",1,13.53,1,7.75
"0202024305014801","ARUSHA","ARUMERU","KIRANYI",3,"ARUMERU MAGHARIBI",1,13.53,1,7.75
"0202024305017601","ARUSHA","ARUMERU","KIRANYI",3,"ARUMERU MAGHARIBI",1,13.53,1,7.75
"0202024305017608","ARUSHA","ARUMERU","KIRANYI",3,"ARUMERU MAGHARIBI",1,13.53,1,7.75
"0202024305017609","ARUSHA","ARUMERU","KIRANYI",3,"ARUMERU MAGHARIBI",1,13.53,1,7.75
"0202024305021701","ARUSHA","ARUMERU","KIRANYI",3,"ARUMERU MAGHARIBI",1,13.53,1,7.75
"0202024305028301","ARUSHA","ARUMERU","KIRANYI",3,"ARUMERU MAGHARIBI",1,13.53,1,7.75
"0202024305029701","ARUSHA","ARUMERU","KIRANYI",3,"ARUMERU MAGHARIBI",1,13.53,1,7.75
"0202024305031701","ARUSHA","ARUMERU","KIRANYI",3,"ARUMERU MAGHARIBI",1,13.53,1,7.75
"0202024305033601","ARUSHA","ARUMERU","KIRANYI",3,"ARUMERU MAGHARIBI",1,13.53,1,7.75
"0203009002004401","ARUSHA","ARUSHA","TERRAT",12,"ARUSHA  MJINI",0,19.23,NA,NA
"0203009002011501","ARUSHA","ARUSHA","TERRAT",12,"ARUSHA  MJINI",0,19.23,NA,NA
"0203009002019301","ARUSHA","ARUSHA","TERRAT",12,"ARUSHA  MJINI",0,19.23,NA,NA
"0203009002031701","ARUSHA","ARUSHA","TERRAT",12,"ARUSHA  MJINI",0,19.23,NA,NA
"0203009002048301","ARUSHA","ARUSHA","TERRAT",12,"ARUSHA  MJINI",0,19.23,NA,NA
"0203009002062801","ARUSHA","ARUSHA","TERRAT",12,"ARUSHA  MJINI",0,19.23,NA,NA
"0203009002068501","ARUSHA","ARUSHA","TERRAT",12,"ARUSHA  MJINI",0,19.23,NA,NA
"0203009002115601","ARUSHA","ARUSHA","TERRAT",12,"ARUSHA  MJINI",0,19.23,NA,NA
"0203010357000301","ARUSHA","ARUSHA","DARAJA MBILI",13,"ARUSHA  MJINI",0,19.23,NA,NA
"0203010357000401","ARUSHA","ARUSHA","DARAJA MBILI",13,"ARUSHA  MJINI",0,19.23,NA,NA
"0203010357003801","ARUSHA","ARUSHA","DARAJA MBILI",13,"ARUSHA  MJINI",0,19.23,NA,NA
"0203010357003901","ARUSHA","ARUSHA","DARAJA MBILI",13,"ARUSHA  MJINI",0,19.23,NA,NA
"0203010357006001","ARUSHA","ARUSHA","DARAJA MBILI",13,"ARUSHA  MJINI",0,19.23,NA,NA
"0203010357007801","ARUSHA","ARUSHA","DARAJA MBILI",13,"ARUSHA  MJINI",0,19.23,NA,NA
"0203010357008301","ARUSHA","ARUSHA","DARAJA MBILI",13,"ARUSHA  MJINI",0,19.23,NA,NA
"0203010357012401","ARUSHA","ARUSHA","DARAJA MBILI",13,"ARUSHA  MJINI",0,19.23,NA,NA
"0203013019000101","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0203013019000801","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0203013019004401","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0203013019006801","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0203013019010101","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0203013019015301","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0203013019015501","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0203013019022901","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0203014016000601","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0203014016005001","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0203014016005002","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0203014016005401","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0203014016005501","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0203014016008601","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0203014016009001","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0203014016009101","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0203014016011401","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0204001001003601","ARUSHA","KARATU","RHOTIA",23,"KARATU",0,21.45,0,27.02
"0204001001022501","ARUSHA","KARATU","RHOTIA",23,"KARATU",0,21.45,0,27.02
"0204001001029601","ARUSHA","KARATU","RHOTIA",23,"KARATU",0,21.45,0,27.02
"0204001001029605","ARUSHA","KARATU","RHOTIA",23,"KARATU",0,21.45,0,27.02
"0204001001030101","ARUSHA","KARATU","RHOTIA",23,"KARATU",0,21.45,0,27.02
"0204001001032701","ARUSHA","KARATU","RHOTIA",23,"KARATU",0,21.45,0,27.02
"0204001001058501","ARUSHA","KARATU","RHOTIA",23,"KARATU",0,21.45,0,27.02
"0204001001072901","ARUSHA","KARATU","RHOTIA",23,"KARATU",0,21.45,0,27.02
"0204001002017801","ARUSHA","KARATU","GANAKO",24,"KARATU",0,21.45,0,27.02
"0204001002027901","ARUSHA","KARATU","GANAKO",24,"KARATU",0,21.45,0,27.02
"0204001002031201","ARUSHA","KARATU","GANAKO",24,"KARATU",0,21.45,0,27.02
"0204001002041601","ARUSHA","KARATU","GANAKO",24,"KARATU",0,21.45,0,27.02
"0204001002044801","ARUSHA","KARATU","GANAKO",24,"KARATU",0,21.45,0,27.02
"0204001002055401","ARUSHA","KARATU","GANAKO",24,"KARATU",0,21.45,0,27.02
"0204001002079201","ARUSHA","KARATU","GANAKO",24,"KARATU",0,21.45,0,27.02
"0204001002080001","ARUSHA","KARATU","GANAKO",24,"KARATU",0,21.45,0,27.02
"0205002007002801","ARUSHA","NGORONGORO","DIGODIGO",30,"NGORONGORO",1,62.12,1,31.96
"0205002007004201","ARUSHA","NGORONGORO","DIGODIGO",30,"NGORONGORO",1,62.12,1,31.96
"0205002007004401","ARUSHA","NGORONGORO","DIGODIGO",30,"NGORONGORO",1,62.12,1,31.96
"0205002007011501","ARUSHA","NGORONGORO","DIGODIGO",30,"NGORONGORO",1,62.12,1,31.96
"0205002007012401","ARUSHA","NGORONGORO","DIGODIGO",30,"NGORONGORO",1,62.12,1,31.96
"0205002007017501","ARUSHA","NGORONGORO","DIGODIGO",30,"NGORONGORO",1,62.12,1,31.96
"0205002007017503","ARUSHA","NGORONGORO","DIGODIGO",30,"NGORONGORO",1,62.12,1,31.96
"0205002007035501","ARUSHA","NGORONGORO","DIGODIGO",30,"NGORONGORO",1,62.12,1,31.96
"0205010001008001","ARUSHA","NGORONGORO","NGORONGORO",31,"NGORONGORO",1,62.12,1,31.96
"0205010001008301","ARUSHA","NGORONGORO","NGORONGORO",31,"NGORONGORO",1,62.12,1,31.96
"0205010001011101","ARUSHA","NGORONGORO","NGORONGORO",31,"NGORONGORO",1,62.12,1,31.96
"0205010001012601","ARUSHA","NGORONGORO","NGORONGORO",31,"NGORONGORO",1,62.12,1,31.96
"0205010001016201","ARUSHA","NGORONGORO","NGORONGORO",31,"NGORONGORO",1,62.12,1,31.96
"0205010001026101","ARUSHA","NGORONGORO","NGORONGORO",31,"NGORONGORO",1,62.12,1,31.96
"0205010001029301","ARUSHA","NGORONGORO","NGORONGORO",31,"NGORONGORO",1,62.12,1,31.96
"0205010001030701","ARUSHA","NGORONGORO","NGORONGORO",31,"NGORONGORO",1,62.12,1,31.96
"0205010001030704","ARUSHA","NGORONGORO","NGORONGORO",31,"NGORONGORO",1,62.12,1,31.96
"0301006003002801","KILIMANJARO","ROMBO","KELAMFUA MOKALA",249,"ROMBO",0,3.23999999999999,1,8.38
"0301006003004401","KILIMANJARO","ROMBO","KELAMFUA MOKALA",249,"ROMBO",0,3.23999999999999,1,8.38
"0301006003011201","KILIMANJARO","ROMBO","KELAMFUA MOKALA",249,"ROMBO",0,3.23999999999999,1,8.38
"0301006003011501","KILIMANJARO","ROMBO","KELAMFUA MOKALA",249,"ROMBO",0,3.23999999999999,1,8.38
"0301006003017501","KILIMANJARO","ROMBO","KELAMFUA MOKALA",249,"ROMBO",0,3.23999999999999,1,8.38
"0301006003019301","KILIMANJARO","ROMBO","KELAMFUA MOKALA",249,"ROMBO",0,3.23999999999999,1,8.38
"0301006003031701","KILIMANJARO","ROMBO","KELAMFUA MOKALA",249,"ROMBO",0,3.23999999999999,1,8.38
"0301006003041901","KILIMANJARO","ROMBO","KELAMFUA MOKALA",249,"ROMBO",0,3.23999999999999,1,8.38
"0301012002009701","KILIMANJARO","ROMBO","OLELE",250,"ROMBO",0,3.23999999999999,1,8.38
"0301012002022501","KILIMANJARO","ROMBO","OLELE",250,"ROMBO",0,3.23999999999999,1,8.38
"0301012002036801","KILIMANJARO","ROMBO","OLELE",250,"ROMBO",0,3.23999999999999,1,8.38
"0301012002040401","KILIMANJARO","ROMBO","OLELE",250,"ROMBO",0,3.23999999999999,1,8.38
"0301012002040403","KILIMANJARO","ROMBO","OLELE",250,"ROMBO",0,3.23999999999999,1,8.38
"0301012002067601","KILIMANJARO","ROMBO","OLELE",250,"ROMBO",0,3.23999999999999,1,8.38
"0301012002070901","KILIMANJARO","ROMBO","OLELE",250,"ROMBO",0,3.23999999999999,1,8.38
"0301012002079401","KILIMANJARO","ROMBO","OLELE",250,"ROMBO",0,3.23999999999999,1,8.38
"0301012002087001","KILIMANJARO","ROMBO","OLELE",250,"ROMBO",0,3.23999999999999,1,8.38
"0301014002014801","KILIMANJARO","ROMBO","KIRONGO SAMANGA",251,"ROMBO",0,3.23999999999999,1,8.38
"0301014002026301","KILIMANJARO","ROMBO","KIRONGO SAMANGA",251,"ROMBO",0,3.23999999999999,1,8.38
"0301014002029701","KILIMANJARO","ROMBO","KIRONGO SAMANGA",251,"ROMBO",0,3.23999999999999,1,8.38
"0301014002033601","KILIMANJARO","ROMBO","KIRONGO SAMANGA",251,"ROMBO",0,3.23999999999999,1,8.38
"0301014002051101","KILIMANJARO","ROMBO","KIRONGO SAMANGA",251,"ROMBO",0,3.23999999999999,1,8.38
"0301014002055801","KILIMANJARO","ROMBO","KIRONGO SAMANGA",251,"ROMBO",0,3.23999999999999,1,8.38
"0301014002065602","KILIMANJARO","ROMBO","KIRONGO SAMANGA",251,"ROMBO",0,3.23999999999999,1,8.38
"0301014002078501","KILIMANJARO","ROMBO","KIRONGO SAMANGA",251,"ROMBO",0,3.23999999999999,1,8.38
"0302004003002801","KILIMANJARO","MWANGA","MSANGENI",242,"MWANGA",1,61.47,1,60.32
"0302004003014601","KILIMANJARO","MWANGA","MSANGENI",242,"MWANGA",1,61.47,1,60.32
"0302004003031501","KILIMANJARO","MWANGA","MSANGENI",242,"MWANGA",1,61.47,1,60.32
"0302004003032401","KILIMANJARO","MWANGA","MSANGENI",242,"MWANGA",1,61.47,1,60.32
"0302004003033301","KILIMANJARO","MWANGA","MSANGENI",242,"MWANGA",1,61.47,1,60.32
"0302004003035601","KILIMANJARO","MWANGA","MSANGENI",242,"MWANGA",1,61.47,1,60.32
"0302004003035602","KILIMANJARO","MWANGA","MSANGENI",242,"MWANGA",1,61.47,1,60.32
"0302004003037801","KILIMANJARO","MWANGA","MSANGENI",242,"MWANGA",1,61.47,1,60.32
"0302004003039301","KILIMANJARO","MWANGA","MSANGENI",242,"MWANGA",1,61.47,1,60.32
"0302004003039303","KILIMANJARO","MWANGA","MSANGENI",242,"MWANGA",1,61.47,1,60.32
"0302007301000801","KILIMANJARO","MWANGA","KWAKOA",243,"MWANGA",1,61.47,1,60.32
"0302007301001901","KILIMANJARO","MWANGA","KWAKOA",243,"MWANGA",1,61.47,1,60.32
"0302007301001902","KILIMANJARO","MWANGA","KWAKOA",243,"MWANGA",1,61.47,1,60.32
"0302007301003401","KILIMANJARO","MWANGA","KWAKOA",243,"MWANGA",1,61.47,1,60.32
"0302007301004201","KILIMANJARO","MWANGA","KWAKOA",243,"MWANGA",1,61.47,1,60.32
"0302007301006401","KILIMANJARO","MWANGA","KWAKOA",243,"MWANGA",1,61.47,1,60.32
"0302007301007601","KILIMANJARO","MWANGA","KWAKOA",243,"MWANGA",1,61.47,1,60.32
"0302007301008002","KILIMANJARO","MWANGA","KWAKOA",243,"MWANGA",1,61.47,1,60.32
"0302007301008601","KILIMANJARO","MWANGA","KWAKOA",243,"MWANGA",1,61.47,1,60.32
"0303014001001801","KILIMANJARO","SAME","NDUNGU",254,"SAME MASHARIKI",1,24.64,1,45.95
"0303014001004601","KILIMANJARO","SAME","NDUNGU",254,"SAME MASHARIKI",1,24.64,1,45.95
"0303014001018701","KILIMANJARO","SAME","NDUNGU",254,"SAME MASHARIKI",1,24.64,1,45.95
