"y2_hhid","reg","dis","ward","id","con","ccm_leg10","split_leg10","ccm_prez10","split_prez10"
"0602005001018801","PWANI","KIBAHA","VISIGA",547,"KIBAHA MJINI",1,13.93,1,33.96
"0602005001019701","PWANI","KIBAHA","VISIGA",547,"KIBAHA MJINI",1,13.93,1,33.96
"0602005001023201","PWANI","KIBAHA","VISIGA",547,"KIBAHA MJINI",1,13.93,1,33.96
"0603013001002901","PWANI","KISARAWE","MZENGA",551,"KISARAWE",1,64.05,1,56.65
"0603013001005601","PWANI","KISARAWE","MZENGA",551,"KISARAWE",1,64.05,1,56.65
"0603013001009001","PWANI","KISARAWE","MZENGA",551,"KISARAWE",1,64.05,1,56.65
"0603013001009701","PWANI","KISARAWE","MZENGA",551,"KISARAWE",1,64.05,1,56.65
"0603013001011601","PWANI","KISARAWE","MZENGA",551,"KISARAWE",1,64.05,1,56.65
"0603013001025401","PWANI","KISARAWE","MZENGA",551,"KISARAWE",1,64.05,1,56.65
"0603013001025406","PWANI","KISARAWE","MZENGA",551,"KISARAWE",1,64.05,1,56.65
"0603013001027501","PWANI","KISARAWE","MZENGA",551,"KISARAWE",1,64.05,1,56.65
"0603013001028201","PWANI","KISARAWE","MZENGA",551,"KISARAWE",1,64.05,1,56.65
"0604010006002901","PWANI","MKURANGA","NYAMATO",555,"MKURANGA",1,45.67,1,44.39
"0604010006010001","PWANI","MKURANGA","NYAMATO",555,"MKURANGA",1,45.67,1,44.39
"0604010006010002","PWANI","MKURANGA","NYAMATO",555,"MKURANGA",1,45.67,1,44.39
"0604010006010006","PWANI","MKURANGA","NYAMATO",555,"MKURANGA",1,45.67,1,44.39
"0604010006014101","PWANI","MKURANGA","NYAMATO",555,"MKURANGA",1,45.67,1,44.39
"0604010006016001","PWANI","MKURANGA","NYAMATO",555,"MKURANGA",1,45.67,1,44.39
"0604010006016003","PWANI","MKURANGA","NYAMATO",555,"MKURANGA",1,45.67,1,44.39
"0604010006016009","PWANI","MKURANGA","NYAMATO",555,"MKURANGA",1,45.67,1,44.39
"0604010006016012","PWANI","MKURANGA","NYAMATO",555,"MKURANGA",1,45.67,1,44.39
"0604010006020501","PWANI","MKURANGA","NYAMATO",555,"MKURANGA",1,45.67,1,44.39
"0604010006020502","PWANI","MKURANGA","NYAMATO",555,"MKURANGA",1,45.67,1,44.39
"0604010006032601","PWANI","MKURANGA","NYAMATO",555,"MKURANGA",1,45.67,1,44.39
"0604010006035201","PWANI","MKURANGA","NYAMATO",555,"MKURANGA",1,45.67,1,44.39
"0604010006041301","PWANI","MKURANGA","NYAMATO",555,"MKURANGA",1,45.67,1,44.39
"0605012004001401","PWANI","RUFIJI","CHUMBI",561,"RUFIJI",1,14.82,1,26.51
"0605012004002101","PWANI","RUFIJI","CHUMBI",561,"RUFIJI",1,14.82,1,26.51
"0605012004002601","PWANI","RUFIJI","CHUMBI",561,"RUFIJI",1,14.82,1,26.51
"0605012004003101","PWANI","RUFIJI","CHUMBI",561,"RUFIJI",1,14.82,1,26.51
"0605012004003301","PWANI","RUFIJI","CHUMBI",561,"RUFIJI",1,14.82,1,26.51
"0605012004003901","PWANI","RUFIJI","CHUMBI",561,"RUFIJI",1,14.82,1,26.51
"0605012004003902","PWANI","RUFIJI","CHUMBI",561,"RUFIJI",1,14.82,1,26.51
"0605012004004101","PWANI","RUFIJI","CHUMBI",561,"RUFIJI",1,14.82,1,26.51
"0605012004004401","PWANI","RUFIJI","CHUMBI",561,"RUFIJI",1,14.82,1,26.51
"0605012302000901","PWANI","RUFIJI","CHUMBI",561,"RUFIJI",1,14.82,1,26.51
"0605012302001001","PWANI","RUFIJI","CHUMBI",561,"RUFIJI",1,14.82,1,26.51
"0605012302001201","PWANI","RUFIJI","CHUMBI",561,"RUFIJI",1,14.82,1,26.51
"0605012302001601","PWANI","RUFIJI","CHUMBI",561,"RUFIJI",1,14.82,1,26.51
"0605012302001602","PWANI","RUFIJI","CHUMBI",561,"RUFIJI",1,14.82,1,26.51
"0605012302003001","PWANI","RUFIJI","CHUMBI",561,"RUFIJI",1,14.82,1,26.51
"0605012302004601","PWANI","RUFIJI","CHUMBI",561,"RUFIJI",1,14.82,1,26.51
"0605012302006801","PWANI","RUFIJI","CHUMBI",561,"RUFIJI",1,14.82,1,26.51
"0606007003000201","PWANI","MAFIA","JIBONDO",554,"MAFIA",1,17.83,1,20.34
"0606007003004801","PWANI","MAFIA","JIBONDO",554,"MAFIA",1,17.83,1,20.34
"0606007003007401","PWANI","MAFIA","JIBONDO",554,"MAFIA",1,17.83,1,20.34
"0606007003007701","PWANI","MAFIA","JIBONDO",554,"MAFIA",1,17.83,1,20.34
"0606007003010501","PWANI","MAFIA","JIBONDO",554,"MAFIA",1,17.83,1,20.34
"0606007003016701","PWANI","MAFIA","JIBONDO",554,"MAFIA",1,17.83,1,20.34
"0606007003026001","PWANI","MAFIA","JIBONDO",554,"MAFIA",1,17.83,1,20.34
"0606007003030601","PWANI","MAFIA","JIBONDO",554,"MAFIA",1,17.83,1,20.34
"0701001004002101","DAR-ES-SALAAM","KINONDONI","HANANASIF",48,"KINONDONI",1,22.99,1,22.07
"0701001004003801","DAR-ES-SALAAM","KINONDONI","HANANASIF",48,"KINONDONI",1,22.99,1,22.07
"0701001004008201","DAR-ES-SALAAM","KINONDONI","HANANASIF",48,"KINONDONI",1,22.99,1,22.07
"0701001004008202","DAR-ES-SALAAM","KINONDONI","HANANASIF",48,"KINONDONI",1,22.99,1,22.07
"0701001004008601","DAR-ES-SALAAM","KINONDONI","HANANASIF",48,"KINONDONI",1,22.99,1,22.07
"0701001004011201","DAR-ES-SALAAM","KINONDONI","HANANASIF",48,"KINONDONI",1,22.99,1,22.07
"0701001004013301","DAR-ES-SALAAM","KINONDONI","HANANASIF",48,"KINONDONI",1,22.99,1,22.07
"0701001004014701","DAR-ES-SALAAM","KINONDONI","HANANASIF",48,"KINONDONI",1,22.99,1,22.07
"0701001034001501","DAR-ES-SALAAM","ILALA","LLALA",33,"ILALA",1,46.04,1,37.37
"0701001034003201","DAR-ES-SALAAM","ILALA","LLALA",33,"ILALA",1,46.04,1,37.37
"0701001034004601","DAR-ES-SALAAM","ILALA","LLALA",33,"ILALA",1,46.04,1,37.37
"0701001034005201","DAR-ES-SALAAM","ILALA","LLALA",33,"ILALA",1,46.04,1,37.37
"0701001034005501","DAR-ES-SALAAM","ILALA","LLALA",33,"ILALA",1,46.04,1,37.37
"0701001034005901","DAR-ES-SALAAM","ILALA","LLALA",33,"ILALA",1,46.04,1,37.37
"0701001034006001","DAR-ES-SALAAM","ILALA","LLALA",33,"ILALA",1,46.04,1,37.37
"0701004024002201","DAR-ES-SALAAM","KINONDONI","NDUGUMBI",49,"KINONDONI",1,22.99,1,22.07
"0701004024002204","DAR-ES-SALAAM","KINONDONI","NDUGUMBI",49,"KINONDONI",1,22.99,1,22.07
"0701004024003001","DAR-ES-SALAAM","KINONDONI","NDUGUMBI",49,"KINONDONI",1,22.99,1,22.07
"0701004024004201","DAR-ES-SALAAM","KINONDONI","NDUGUMBI",49,"KINONDONI",1,22.99,1,22.07
"0701004024004601","DAR-ES-SALAAM","KINONDONI","NDUGUMBI",49,"KINONDONI",1,22.99,1,22.07
"0701004024004901","DAR-ES-SALAAM","KINONDONI","NDUGUMBI",49,"KINONDONI",1,22.99,1,22.07
"0701004024006301","DAR-ES-SALAAM","KINONDONI","NDUGUMBI",49,"KINONDONI",1,22.99,1,22.07
"0701004111000501","DAR-ES-SALAAM","KINONDONI","MAKUMBUSHO",50,"KINONDONI",1,22.99,1,22.07
"0701004111000701","DAR-ES-SALAAM","KINONDONI","MAKUMBUSHO",50,"KINONDONI",1,22.99,1,22.07
"0701004111002201","DAR-ES-SALAAM","KINONDONI","MAKUMBUSHO",50,"KINONDONI",1,22.99,1,22.07
"0701004111002501","DAR-ES-SALAAM","KINONDONI","MAKUMBUSHO",50,"KINONDONI",1,22.99,1,22.07
"0701004111004101","DAR-ES-SALAAM","KINONDONI","MAKUMBUSHO",50,"KINONDONI",1,22.99,1,22.07
"0701004111006201","DAR-ES-SALAAM","KINONDONI","MAKUMBUSHO",50,"KINONDONI",1,22.99,1,22.07
"0701004111006601","DAR-ES-SALAAM","KINONDONI","MAKUMBUSHO",50,"KINONDONI",1,22.99,1,22.07
"0701004111007001","DAR-ES-SALAAM","KINONDONI","MAKUMBUSHO",50,"KINONDONI",1,22.99,1,22.07
"0701004136000201","DAR-ES-SALAAM","KINONDONI","TANDALE",51,"KINONDONI",1,22.99,1,22.07
"0701004136000901","DAR-ES-SALAAM","KINONDONI","TANDALE",51,"KINONDONI",1,22.99,1,22.07
"0701004136000902","DAR-ES-SALAAM","KINONDONI","TANDALE",51,"KINONDONI",1,22.99,1,22.07
"0701004136000904","DAR-ES-SALAAM","KINONDONI","TANDALE",51,"KINONDONI",1,22.99,1,22.07
"0701004136001501","DAR-ES-SALAAM","KINONDONI","TANDALE",51,"KINONDONI",1,22.99,1,22.07
"0701004136001601","DAR-ES-SALAAM","KINONDONI","TANDALE",51,"KINONDONI",1,22.99,1,22.07
"0701004136002301","DAR-ES-SALAAM","KINONDONI","TANDALE",51,"KINONDONI",1,22.99,1,22.07
"0701004136002901","DAR-ES-SALAAM","KINONDONI","TANDALE",51,"KINONDONI",1,22.99,1,22.07
"0701004136002903","DAR-ES-SALAAM","KINONDONI","TANDALE",51,"KINONDONI",1,22.99,1,22.07
"0701004136003501","DAR-ES-SALAAM","KINONDONI","TANDALE",51,"KINONDONI",1,22.99,1,22.07
"0701004136005001","DAR-ES-SALAAM","KINONDONI","TANDALE",51,"KINONDONI",1,22.99,1,22.07
"0701004145001301","DAR-ES-SALAAM","KINONDONI","MWANANYAMALA",52,"KINONDONI",1,22.99,1,22.07
"0701004145001401","DAR-ES-SALAAM","KINONDONI","MWANANYAMALA",52,"KINONDONI",1,22.99,1,22.07
"0701004145001402","DAR-ES-SALAAM","KINONDONI","MWANANYAMALA",52,"KINONDONI",1,22.99,1,22.07
"0701004145001405","DAR-ES-SALAAM","KINONDONI","MWANANYAMALA",52,"KINONDONI",1,22.99,1,22.07
"0701004145002501","DAR-ES-SALAAM","KINONDONI","MWANANYAMALA",52,"KINONDONI",1,22.99,1,22.07
"0701004145002901","DAR-ES-SALAAM","KINONDONI","MWANANYAMALA",52,"KINONDONI",1,22.99,1,22.07
"0701004145002902","DAR-ES-SALAAM","KINONDONI","MWANANYAMALA",52,"KINONDONI",1,22.99,1,22.07
"0701004145002904","DAR-ES-SALAAM","KINONDONI","MWANANYAMALA",52,"KINONDONI",1,22.99,1,22.07
"0701004145003301","DAR-ES-SALAAM","KINONDONI","MWANANYAMALA",52,"KINONDONI",1,22.99,1,22.07
"0701004145004001","DAR-ES-SALAAM","KINONDONI","MWANANYAMALA",52,"KINONDONI",1,22.99,1,22.07
"0701004145005701","DAR-ES-SALAAM","KINONDONI","MWANANYAMALA",52,"KINONDONI",1,22.99,1,22.07
"0701004145008401","DAR-ES-SALAAM","KINONDONI","MWANANYAMALA",52,"KINONDONI",1,22.99,1,22.07
"0701005008003401","DAR-ES-SALAAM","KINONDONI","MAGOMENI",53,"KINONDONI",1,22.99,1,22.07
"0701005008003403","DAR-ES-SALAAM","KINONDONI","MAGOMENI",53,"KINONDONI",1,22.99,1,22.07
"0701005008003601","DAR-ES-SALAAM","KINONDONI","MAGOMENI",53,"KINONDONI",1,22.99,1,22.07
"0701005008004401","DAR-ES-SALAAM","KINONDONI","MAGOMENI",53,"KINONDONI",1,22.99,1,22.07
"0701005008004801","DAR-ES-SALAAM","KINONDONI","MAGOMENI",53,"KINONDONI",1,22.99,1,22.07
"0701005008006201","DAR-ES-SALAAM","KINONDONI","MAGOMENI",53,"KINONDONI",1,22.99,1,22.07
"0701005008006202","DAR-ES-SALAAM","KINONDONI","MAGOMENI",53,"KINONDONI",1,22.99,1,22.07
"0701005008006601","DAR-ES-SALAAM","KINONDONI","MAGOMENI",53,"KINONDONI",1,22.99,1,22.07
"0701005008007201","DAR-ES-SALAAM","KINONDONI","MAGOMENI",53,"KINONDONI",1,22.99,1,22.07
"0701006104000601","DAR-ES-SALAAM","KINONDONI","KINONDONI",54,"KINONDONI",1,22.99,1,22.07
"0701006104000608","DAR-ES-SALAAM","KINONDONI","KINONDONI",54,"KINONDONI",1,22.99,1,22.07
"0701006104001301","DAR-ES-SALAAM","KINONDONI","KINONDONI",54,"KINONDONI",1,22.99,1,22.07
"0701006104004201","DAR-ES-SALAAM","KINONDONI","KINONDONI",54,"KINONDONI",1,22.99,1,22.07
"0701006104004702","DAR-ES-SALAAM","KINONDONI","KINONDONI",54,"KINONDONI",1,22.99,1,22.07
"0701006104005401","DAR-ES-SALAAM","KINONDONI","KINONDONI",54,"KINONDONI",1,22.99,1,22.07
"0701006104005501","DAR-ES-SALAAM","KINONDONI","KINONDONI",54,"KINONDONI",1,22.99,1,22.07
"0701006104006701","DAR-ES-SALAAM","KINONDONI","KINONDONI",54,"KINONDONI",1,22.99,1,22.07
"0701006104006705","DAR-ES-SALAAM","KINONDONI","KINONDONI",54,"KINONDONI",1,22.99,1,22.07
"0701006104006706","DAR-ES-SALAAM","KINONDONI","KINONDONI",54,"KINONDONI",1,22.99,1,22.07
"0701006104006805","DAR-ES-SALAAM","KINONDONI","KINONDONI",54,"KINONDONI",1,22.99,1,22.07
"0701006104006806","DAR-ES-SALAAM","KINONDONI","KINONDONI",54,"KINONDONI",1,22.99,1,22.07
"0701007028003401","DAR-ES-SALAAM","KINONDONI","KINONDONI",54,"KINONDONI",1,22.99,1,22.07
"0701007028003601","DAR-ES-SALAAM","KINONDONI","KINONDONI",54,"KINONDONI",1,22.99,1,22.07
"0701007028004401","DAR-ES-SALAAM","KINONDONI","KINONDONI",54,"KINONDONI",1,22.99,1,22.07
"0701007028004801","DAR-ES-SALAAM","KINONDONI","KINONDONI",54,"KINONDONI",1,22.99,1,22.07
"0701007028004802","DAR-ES-SALAAM","KINONDONI","KINONDONI",54,"KINONDONI",1,22.99,1,22.07
"0701007028005901","DAR-ES-SALAAM","KINONDONI","KINONDONI",54,"KINONDONI",1,22.99,1,22.07
"0701007028006501","DAR-ES-SALAAM","KINONDONI","KINONDONI",54,"KINONDONI",1,22.99,1,22.07
"0701007028006801","DAR-ES-SALAAM","KINONDONI","KINONDONI",54,"KINONDONI",1,22.99,1,22.07
"0701007028007201","DAR-ES-SALAAM","KINONDONI","KINONDONI",54,"KINONDONI",1,22.99,1,22.07
"0701007052005001","DAR-ES-SALAAM","ILALA","UPANGA MAGHARIBI",34,"ILALA",1,46.04,1,37.37
"0701007052005005","DAR-ES-SALAAM","ILALA","UPANGA MAGHARIBI",34,"ILALA",1,46.04,1,37.37
"0701007052005501","DAR-ES-SALAAM","ILALA","UPANGA MAGHARIBI",34,"ILALA",1,46.04,1,37.37
"0701007052006701","DAR-ES-SALAAM","ILALA","UPANGA MAGHARIBI",34,"ILALA",1,46.04,1,37.37
"0701007052008601","DAR-ES-SALAAM","ILALA","UPANGA MAGHARIBI",34,"ILALA",1,46.04,1,37.37
"0701007052008901","DAR-ES-SALAAM","ILALA","UPANGA MAGHARIBI",34,"ILALA",1,46.04,1,37.37
"0701007052009001","DAR-ES-SALAAM","ILALA","UPANGA MAGHARIBI",34,"ILALA",1,46.04,1,37.37
"0701007052009101","DAR-ES-SALAAM","ILALA","UPANGA MAGHARIBI",34,"ILALA",1,46.04,1,37.37
"0701007052009103","DAR-ES-SALAAM","ILALA","UPANGA MAGHARIBI",34,"ILALA",1,46.04,1,37.37
"0701008005000201","DAR-ES-SALAAM","ILALA","JANGWANI",35,"ILALA",1,46.04,1,37.37
"0701008005002401","DAR-ES-SALAAM","ILALA","JANGWANI",35,"ILALA",1,46.04,1,37.37
"0701008005002403","DAR-ES-SALAAM","ILALA","JANGWANI",35,"ILALA",1,46.04,1,37.37
"0701008005003801","DAR-ES-SALAAM","ILALA","JANGWANI",35,"ILALA",1,46.04,1,37.37
"0701008005004101","DAR-ES-SALAAM","ILALA","JANGWANI",35,"ILALA",1,46.04,1,37.37
"0701008005004102","DAR-ES-SALAAM","ILALA","JANGWANI",35,"ILALA",1,46.04,1,37.37
"0701008005004801","DAR-ES-SALAAM","ILALA","JANGWANI",35,"ILALA",1,46.04,1,37.37
"0701008005004807","DAR-ES-SALAAM","ILALA","JANGWANI",35,"ILALA",1,46.04,1,37.37
"0701008005004901","DAR-ES-SALAAM","ILALA","JANGWANI",35,"ILALA",1,46.04,1,37.37
"0701008043000702","DAR-ES-SALAAM","KINONDONI","MAGOMENI",53,"KINONDONI",1,22.99,1,22.07
"0701008043001101","DAR-ES-SALAAM","KINONDONI","MAGOMENI",53,"KINONDONI",1,22.99,1,22.07
"0701008043001401","DAR-ES-SALAAM","KINONDONI","MAGOMENI",53,"KINONDONI",1,22.99,1,22.07
"0701008043002401","DAR-ES-SALAAM","KINONDONI","MAGOMENI",53,"KINONDONI",1,22.99,1,22.07
"0701008043002402","DAR-ES-SALAAM","KINONDONI","MAGOMENI",53,"KINONDONI",1,22.99,1,22.07
"0701008043003201","DAR-ES-SALAAM","KINONDONI","MAGOMENI",53,"KINONDONI",1,22.99,1,22.07
"0701008043004001","DAR-ES-SALAAM","KINONDONI","MAGOMENI",53,"KINONDONI",1,22.99,1,22.07
"0701008043005401","DAR-ES-SALAAM","KINONDONI","MAGOMENI",53,"KINONDONI",1,22.99,1,22.07
"0701008043007501","DAR-ES-SALAAM","KINONDONI","MAGOMENI",53,"KINONDONI",1,22.99,1,22.07
"0701009004000101","DAR-ES-SALAAM","KINONDONI","MZIMUNI",55,"KINONDONI",1,22.99,1,22.07
"0701009004001201","DAR-ES-SALAAM","KINONDONI","MZIMUNI",55,"KINONDONI",1,22.99,1,22.07
"0701009004001601","DAR-ES-SALAAM","KINONDONI","MZIMUNI",55,"KINONDONI",1,22.99,1,22.07
"0701009004001701","DAR-ES-SALAAM","KINONDONI","MZIMUNI",55,"KINONDONI",1,22.99,1,22.07
"0701009004003301","DAR-ES-SALAAM","KINONDONI","MZIMUNI",55,"KINONDONI",1,22.99,1,22.07
"0701009004005701","DAR-ES-SALAAM","KINONDONI","MZIMUNI",55,"KINONDONI",1,22.99,1,22.07
"0701009004005705","DAR-ES-SALAAM","KINONDONI","MZIMUNI",55,"KINONDONI",1,22.99,1,22.07
"0701009004007901","DAR-ES-SALAAM","KINONDONI","MZIMUNI",55,"KINONDONI",1,22.99,1,22.07
"0701009004007908","DAR-ES-SALAAM","KINONDONI","MZIMUNI",55,"KINONDONI",1,22.99,1,22.07
"0701009049000801","DAR-ES-SALAAM","KINONDONI","KIGOGO",56,"KINONDONI",1,22.99,1,22.07
"0701009049002301","DAR-ES-SALAAM","KINONDONI","KIGOGO",56,"KINONDONI",1,22.99,1,22.07
"0701009049002601","DAR-ES-SALAAM","KINONDONI","KIGOGO",56,"KINONDONI",1,22.99,1,22.07
"0701009049002901","DAR-ES-SALAAM","KINONDONI","KIGOGO",56,"KINONDONI",1,22.99,1,22.07
"0701009049004201","DAR-ES-SALAAM","KINONDONI","KIGOGO",56,"KINONDONI",1,22.99,1,22.07
"0701009049004501","DAR-ES-SALAAM","KINONDONI","KIGOGO",56,"KINONDONI",1,22.99,1,22.07
"0701009049009901","DAR-ES-SALAAM","KINONDONI","KIGOGO",56,"KINONDONI",1,22.99,1,22.07
"0701009049009903","DAR-ES-SALAAM","KINONDONI","KIGOGO",56,"KINONDONI",1,22.99,1,22.07
"0701009049009908","DAR-ES-SALAAM","KINONDONI","KIGOGO",56,"KINONDONI",1,22.99,1,22.07
"0701009049010401","DAR-ES-SALAAM","KINONDONI","KIGOGO",56,"KINONDONI",1,22.99,1,22.07
"0701009087001101","DAR-ES-SALAAM","KINONDONI","MBURAHATI",57,"UBUNGO",0,12.03,1,2.19
"0701009087004301","DAR-ES-SALAAM","KINONDONI","MBURAHATI",57,"UBUNGO",0,12.03,1,2.19
"0701009087006101","DAR-ES-SALAAM","KINONDONI","MBURAHATI",57,"UBUNGO",0,12.03,1,2.19
"0701009087007801","DAR-ES-SALAAM","KINONDONI","MBURAHATI",57,"UBUNGO",0,12.03,1,2.19
"0701009087009901","DAR-ES-SALAAM","KINONDONI","MBURAHATI",57,"UBUNGO",0,12.03,1,2.19
"0701009087010701","DAR-ES-SALAAM","KINONDONI","MBURAHATI",57,"UBUNGO",0,12.03,1,2.19
"0701009087011001","DAR-ES-SALAAM","KINONDONI","MBURAHATI",57,"UBUNGO",0,12.03,1,2.19
"0701009102000201","DAR-ES-SALAAM","KINONDONI","MAKURUMLA",58,"UBUNGO",0,12.03,1,2.19
"0701009102000401","DAR-ES-SALAAM","KINONDONI","MAKURUMLA",58,"UBUNGO",0,12.03,1,2.19
"0701009102000403","DAR-ES-SALAAM","KINONDONI","MAKURUMLA",58,"UBUNGO",0,12.03,1,2.19
"0701009102002001","DAR-ES-SALAAM","KINONDONI","MAKURUMLA",58,"UBUNGO",0,12.03,1,2.19
"0701009102002901","DAR-ES-SALAAM","KINONDONI","MAKURUMLA",58,"UBUNGO",0,12.03,1,2.19
"0701009102003101","DAR-ES-SALAAM","KINONDONI","MAKURUMLA",58,"UBUNGO",0,12.03,1,2.19
"0701009102003601","DAR-ES-SALAAM","KINONDONI","MAKURUMLA",58,"UBUNGO",0,12.03,1,2.19
"0701009102007701","DAR-ES-SALAAM","KINONDONI","MAKURUMLA",58,"UBUNGO",0,12.03,1,2.19
"0701009102008301","DAR-ES-SALAAM","KINONDONI","MAKURUMLA",58,"UBUNGO",0,12.03,1,2.19
"0701009102008304","DAR-ES-SALAAM","KINONDONI","MAKURUMLA",58,"UBUNGO",0,12.03,1,2.19
"0701010071001601","DAR-ES-SALAAM","KINONDONI","UBUNGO",59,"UBUNGO",0,12.03,1,2.19
"0701010071004501","DAR-ES-SALAAM","KINONDONI","UBUNGO",59,"UBUNGO",0,12.03,1,2.19
"0701010071004502","DAR-ES-SALAAM","KINONDONI","UBUNGO",59,"UBUNGO",0,12.03,1,2.19
"0701010071005501","DAR-ES-SALAAM","KINONDONI","UBUNGO",59,"UBUNGO",0,12.03,1,2.19
"0701010071006201","DAR-ES-SALAAM","KINONDONI","UBUNGO",59,"UBUNGO",0,12.03,1,2.19
"0701010071006301","DAR-ES-SALAAM","KINONDONI","UBUNGO",59,"UBUNGO",0,12.03,1,2.19
"0701010071006307","DAR-ES-SALAAM","KINONDONI","UBUNGO",59,"UBUNGO",0,12.03,1,2.19
"0701010209000101","DAR-ES-SALAAM","KINONDONI","MAKURUMLA",58,"UBUNGO",0,12.03,1,2.19
"0701010209003201","DAR-ES-SALAAM","KINONDONI","MAKURUMLA",58,"UBUNGO",0,12.03,1,2.19
"0701010209003401","DAR-ES-SALAAM","KINONDONI","MAKURUMLA",58,"UBUNGO",0,12.03,1,2.19
"0701010209003801","DAR-ES-SALAAM","KINONDONI","MAKURUMLA",58,"UBUNGO",0,12.03,1,2.19
"0701010209003802","DAR-ES-SALAAM","KINONDONI","MAKURUMLA",58,"UBUNGO",0,12.03,1,2.19
"0701010209004301","DAR-ES-SALAAM","KINONDONI","MAKURUMLA",58,"UBUNGO",0,12.03,1,2.19
"0701010209005601","DAR-ES-SALAAM","KINONDONI","MAKURUMLA",58,"UBUNGO",0,12.03,1,2.19
"0701010209006601","DAR-ES-SALAAM","KINONDONI","MAKURUMLA",58,"UBUNGO",0,12.03,1,2.19
"0701011066000801","DAR-ES-SALAAM","KINONDONI","MANZESE",60,"UBUNGO",0,12.03,1,2.19
"0701011066001201","DAR-ES-SALAAM","KINONDONI","MANZESE",60,"UBUNGO",0,12.03,1,2.19
"0701011066003701","DAR-ES-SALAAM","KINONDONI","MANZESE",60,"UBUNGO",0,12.03,1,2.19
"0701011066003708","DAR-ES-SALAAM","KINONDONI","MANZESE",60,"UBUNGO",0,12.03,1,2.19
"0701011066004201","DAR-ES-SALAAM","KINONDONI","MANZESE",60,"UBUNGO",0,12.03,1,2.19
"0701011066011601","DAR-ES-SALAAM","KINONDONI","MANZESE",60,"UBUNGO",0,12.03,1,2.19
"0701011100000101","DAR-ES-SALAAM","KINONDONI","MANZESE",60,"UBUNGO",0,12.03,1,2.19
"0701011100000801","DAR-ES-SALAAM","KINONDONI","MANZESE",60,"UBUNGO",0,12.03,1,2.19
"0701011100001301","DAR-ES-SALAAM","KINONDONI","MANZESE",60,"UBUNGO",0,12.03,1,2.19
"0701011100001601","DAR-ES-SALAAM","KINONDONI","MANZESE",60,"UBUNGO",0,12.03,1,2.19
"0701011100006701","DAR-ES-SALAAM","KINONDONI","MANZESE",60,"UBUNGO",0,12.03,1,2.19
"0701011100007001","DAR-ES-SALAAM","KINONDONI","MANZESE",60,"UBUNGO",0,12.03,1,2.19
"0701011100007401","DAR-ES-SALAAM","KINONDONI","MANZESE",60,"UBUNGO",0,12.03,1,2.19
"0701011100009301","DAR-ES-SALAAM","KINONDONI","MANZESE",60,"UBUNGO",0,12.03,1,2.19
"0701011145003401","DAR-ES-SALAAM","KINONDONI","KIJITONYAMA",61,"KINONDONI",1,22.99,1,22.07
"0701011145003601","DAR-ES-SALAAM","KINONDONI","KIJITONYAMA",61,"KINONDONI",1,22.99,1,22.07
"0701011145004401","DAR-ES-SALAAM","KINONDONI","KIJITONYAMA",61,"KINONDONI",1,22.99,1,22.07
"0701011145004801","DAR-ES-SALAAM","KINONDONI","KIJITONYAMA",61,"KINONDONI",1,22.99,1,22.07
"0701011145005901","DAR-ES-SALAAM","KINONDONI","KIJITONYAMA",61,"KINONDONI",1,22.99,1,22.07
"0701011145006201","DAR-ES-SALAAM","KINONDONI","KIJITONYAMA",61,"KINONDONI",1,22.99,1,22.07
"0701011145009201","DAR-ES-SALAAM","KINONDONI","KIJITONYAMA",61,"KINONDONI",1,22.99,1,22.07
"0701013002005501","DAR-ES-SALAAM","KINONDONI","MBEZI",62,"UBUNGO",0,12.03,1,2.19
"0701013002011401","DAR-ES-SALAAM","KINONDONI","MBEZI",62,"UBUNGO",0,12.03,1,2.19
"0701013002011406","DAR-ES-SALAAM","KINONDONI","MBEZI",62,"UBUNGO",0,12.03,1,2.19
"0701013002016801","DAR-ES-SALAAM","KINONDONI","MBEZI",62,"UBUNGO",0,12.03,1,2.19
"0701013002028001","DAR-ES-SALAAM","KINONDONI","MBEZI",62,"UBUNGO",0,12.03,1,2.19
"0701013002034701","DAR-ES-SALAAM","KINONDONI","MBEZI",62,"UBUNGO",0,12.03,1,2.19
"0701013002039601","DAR-ES-SALAAM","KINONDONI","MBEZI",62,"UBUNGO",0,12.03,1,2.19
"0701015088000301","DAR-ES-SALAAM","KINONDONI","KAWE",63,"KAWE",0,8.91,1,4.87
"0701015088000401","DAR-ES-SALAAM","KINONDONI","KAWE",63,"KAWE",0,8.91,1,4.87
"0701015088000403","DAR-ES-SALAAM","KINONDONI","KAWE",63,"KAWE",0,8.91,1,4.87
"0701015088000404","DAR-ES-SALAAM","KINONDONI","KAWE",63,"KAWE",0,8.91,1,4.87
"0701015088000405","DAR-ES-SALAAM","KINONDONI","KAWE",63,"KAWE",0,8.91,1,4.87
"0701015088002601","DAR-ES-SALAAM","KINONDONI","KAWE",63,"KAWE",0,8.91,1,4.87
"0701015088003901","DAR-ES-SALAAM","KINONDONI","KAWE",63,"KAWE",0,8.91,1,4.87
"0701015088004101","DAR-ES-SALAAM","KINONDONI","KAWE",63,"KAWE",0,8.91,1,4.87
"0701015088004106","DAR-ES-SALAAM","KINONDONI","KAWE",63,"KAWE",0,8.91,1,4.87
"0701016357000601","DAR-ES-SALAAM","KINONDONI","KUNDUCHI",64,"KAWE",0,8.91,1,4.87
"0701016357005001","DAR-ES-SALAAM","KINONDONI","KUNDUCHI",64,"KAWE",0,8.91,1,4.87
