"y3_hhid","reg","dis","ward","id","con","ccm_leg10","split_leg10","ccm_prez10","split_prez10"
"0001-001","DODOMA","KONDOA","PARANGA",112,"KONDOA KUSINI",1,63.11,1,64.66
"0002-001","DODOMA","KONDOA","PARANGA",112,"KONDOA KUSINI",1,63.11,1,64.66
"0003-001","DODOMA","KONDOA","PARANGA",112,"KONDOA KUSINI",1,63.11,1,64.66
"0003-010","DAR-ES-SALAAM","TEMEKE","TANDIKA",80,"TEMEKE",1,24.35,1,24.31
"0005-001","DODOMA","KONDOA","PARANGA",112,"KONDOA KUSINI",1,63.11,1,64.66
"0006-001","DODOMA","KONDOA","PARANGA",112,"KONDOA KUSINI",1,63.11,1,64.66
"0007-001","DODOMA","KONDOA","PARANGA",112,"KONDOA KUSINI",1,63.11,1,64.66
"0008-001","DODOMA","KONDOA","PARANGA",112,"KONDOA KUSINI",1,63.11,1,64.66
"0009-001","DODOMA","KONDOA","PARANGA",112,"KONDOA KUSINI",1,63.11,1,64.66
"0010-001","DODOMA","MPWAPWA","MATOMONDO",119,"MPWAPWA",1,100,1,77.21
"0011-001","DODOMA","MPWAPWA","MATOMONDO",119,"MPWAPWA",1,100,1,77.21
"0011-004","MOROGORO","KILOSA","CHAGONGWE",387,"GAIRO",1,89.3,1,78.64
"0012-001","DODOMA","MPWAPWA","MATOMONDO",119,"MPWAPWA",1,100,1,77.21
"0013-001","DODOMA","MPWAPWA","MATOMONDO",119,"MPWAPWA",1,100,1,77.21
"0014-001","DODOMA","MPWAPWA","MATOMONDO",119,"MPWAPWA",1,100,1,77.21
"0014-007","DODOMA","MPWAPWA","MATOMONDO",119,"MPWAPWA",1,100,1,77.21
"0015-001","MOROGORO","KILOSA","ZOMBO",388,"MIKUMI",1,37.33,1,44.48
"0016-001","DODOMA","MPWAPWA","MATOMONDO",119,"MPWAPWA",1,100,1,77.21
"0017-001","DODOMA","MPWAPWA","MATOMONDO",119,"MPWAPWA",1,100,1,77.21
"0018-001","DODOMA","MPWAPWA","MATOMONDO",119,"MPWAPWA",1,100,1,77.21
"0019-001","DODOMA","MPWAPWA","LUMUMA",120,NA,NA,NA,NA,NA
"0019-003","DODOMA","MPWAPWA","LUMUMA",120,NA,NA,NA,NA,NA
"0020-001","DODOMA","MPWAPWA","KIBAKWE",121,"KIBAKWE",1,57.91,1,68.33
"0021-001","DODOMA","MPWAPWA","LUMUMA",120,NA,NA,NA,NA,NA
"0022-001","DODOMA","MPWAPWA","LUMUMA",120,NA,NA,NA,NA,NA
"0023-001","DODOMA","MPWAPWA","LUMUMA",120,NA,NA,NA,NA,NA
"0024-001","DODOMA","MPWAPWA","LUMUMA",120,NA,NA,NA,NA,NA
"0025-001","PWANI","KIBAHA","MLANDIZI",548,"KIBAHA VIJIJINI",1,60.36,1,63.51
"0026-001","DODOMA","MPWAPWA","LUMUMA",120,NA,NA,NA,NA,NA
"0027-001","DODOMA","MPWAPWA","LUMUMA",120,NA,NA,NA,NA,NA
"0028-001","DODOMA","KONGWA","UGOGONI",115,"KONGWA",1,100,1,81.15
"0029-001","DODOMA","KONGWA","UGOGONI",115,"KONGWA",1,100,1,81.15
"0030-001","DODOMA","KONGWA","UGOGONI",115,"KONGWA",1,100,1,81.15
"0031-001","DODOMA","KONGWA","UGOGONI",115,"KONGWA",1,100,1,81.15
"0032-001","DODOMA","KONGWA","UGOGONI",115,"KONGWA",1,100,1,81.15
"0033-001","DODOMA","KONGWA","UGOGONI",115,"KONGWA",1,100,1,81.15
"0034-001","DODOMA","KONGWA","UGOGONI",115,"KONGWA",1,100,1,81.15
"0034-003","DAR-ES-SALAAM","ILALA","SEGEREA",42,"UKONGA",1,20.73,1,17.51
"0035-001","DODOMA","KONGWA","UGOGONI",115,"KONGWA",1,100,1,81.15
"0036-001","DODOMA","KONGWA","KONGWA",116,"KONGWA",1,100,1,81.15
"0037-001","DODOMA","KONGWA","KONGWA",116,"KONGWA",1,100,1,81.15
"0038-001","DODOMA","KONGWA","MKOKA",117,"KONGWA",1,100,1,81.15
"0038-002","DODOMA","KONGWA","KONGWA",116,"KONGWA",1,100,1,81.15
"0039-001","DODOMA","KONGWA","KONGWA",116,"KONGWA",1,100,1,81.15
"0039-004","DODOMA","KONGWA","KONGWA",116,"KONGWA",1,100,1,81.15
"0040-001","DODOMA","KONGWA","KONGWA",116,"KONGWA",1,100,1,81.15
"0041-002","DODOMA","KONGWA","KONGWA",116,"KONGWA",1,100,1,81.15
"0041-006","DODOMA","KONGWA","KONGWA",116,"KONGWA",1,100,1,81.15
"0042-001","DODOMA","KONGWA","KONGWA",116,"KONGWA",1,100,1,81.15
"0043-001","DODOMA","KONGWA","KONGWA",116,"KONGWA",1,100,1,81.15
"0043-002","DAR-ES-SALAAM","TEMEKE","KURASINI",79,"TEMEKE",1,24.35,1,24.31
"0044-001","DODOMA","KONGWA","KONGWA",116,"KONGWA",1,100,1,81.15
"0045-001","DODOMA","KONGWA","KONGWA",116,"KONGWA",1,100,1,81.15
"0046-001","DODOMA","DODOMA RURAL","MVUMI MISSION",98,"MTERA",1,64.7,1,70.59
"0046-002","DODOMA","DODOMA RURAL","MVUMI MISSION",98,"MTERA",1,64.7,1,70.59
"0047-001","DODOMA","DODOMA RURAL","MVUMI MISSION",98,"MTERA",1,64.7,1,70.59
"0048-001","DODOMA","DODOMA RURAL","MVUMI MISSION",98,"MTERA",1,64.7,1,70.59
"0048-002","DODOMA","DODOMA RURAL","MVUMI MISSION",98,"MTERA",1,64.7,1,70.59
"0049-001","DODOMA","DODOMA RURAL","MVUMI MISSION",98,"MTERA",1,64.7,1,70.59
"0051-001","DODOMA","DODOMA RURAL","MVUMI MISSION",98,"MTERA",1,64.7,1,70.59
"0051-002","DODOMA","DODOMA RURAL","MVUMI MISSION",98,"MTERA",1,64.7,1,70.59
"0051-003","DODOMA","DODOMA RURAL","MVUMI MISSION",98,"MTERA",1,64.7,1,70.59
"0052-001","DODOMA","DODOMA RURAL","MVUMI MISSION",98,"MTERA",1,64.7,1,70.59
"0053-001","DODOMA","DODOMA RURAL","MVUMI MISSION",98,"MTERA",1,64.7,1,70.59
"0054-001","DODOMA","DODOMA RURAL","MVUMI MISSION",98,"MTERA",1,64.7,1,70.59
"0055-001","DODOMA","DODOMA RURAL","MVUMI MISSION",98,"MTERA",1,64.7,1,70.59
"0056-001","DODOMA","DODOMA RURAL","MVUMI MISSION",98,"MTERA",1,64.7,1,70.59
"0057-001","DODOMA","DODOMA RURAL","CHIBELELA",99,"BAHI",1,87.05,1,80.9
"0058-001","DODOMA","DODOMA RURAL","CHIBELELA",99,"BAHI",1,87.05,1,80.9
"0059-001","DODOMA","DODOMA RURAL","CHIBELELA",99,"BAHI",1,87.05,1,80.9
"0059-002","DODOMA","DODOMA RURAL","CHIBELELA",99,"BAHI",1,87.05,1,80.9
"0060-001","DODOMA","DODOMA URBAN","MIYUJI",104,"DODOMA MJINI",1,49.68,1,46.84
"0061-001","DODOMA","DODOMA RURAL","CHIBELELA",99,"BAHI",1,87.05,1,80.9
"0062-001","DODOMA","DODOMA URBAN","NZUGUNI",105,"DODOMA MJINI",1,49.68,1,46.84
"0063-001","DAR-ES-SALAAM","ILALA","CHANIKA",43,"UKONGA",1,20.73,1,17.51
"0064-001","DODOMA","DODOMA RURAL","CHIBELELA",99,"BAHI",1,87.05,1,80.9
"0065-001","DODOMA","DODOMA RURAL","CHIBELELA",99,"BAHI",1,87.05,1,80.9
"0066-001","DODOMA","DODOMA RURAL","CHIBELELA",99,"BAHI",1,87.05,1,80.9
"0067-001","DODOMA","DODOMA RURAL","CHIBELELA",99,"BAHI",1,87.05,1,80.9
"0068-001","DODOMA","DODOMA RURAL","BAHI",100,"BAHI",1,87.05,1,80.9
"0069-001","DODOMA","DODOMA RURAL","BAHI",100,"BAHI",1,87.05,1,80.9
"0070-001","DODOMA","DODOMA RURAL","BAHI",100,"BAHI",1,87.05,1,80.9
"0071-001","DODOMA","DODOMA RURAL","BAHI",100,"BAHI",1,87.05,1,80.9
"0072-001","DODOMA","DODOMA RURAL","BAHI",100,"BAHI",1,87.05,1,80.9
"0072-003","DODOMA","DODOMA RURAL","BAHI",100,"BAHI",1,87.05,1,80.9
"0073-001","DODOMA","DODOMA RURAL","BAHI",100,"BAHI",1,87.05,1,80.9
"0073-002","DODOMA","DODOMA RURAL","BAHI",100,"BAHI",1,87.05,1,80.9
"0074-001","DODOMA","DODOMA RURAL","BAHI",100,"BAHI",1,87.05,1,80.9
"0075-001","DODOMA","DODOMA RURAL","BAHI",100,"BAHI",1,87.05,1,80.9
"0075-003","DODOMA","DODOMA RURAL","BAHI",100,"BAHI",1,87.05,1,80.9
"0076-001","DODOMA","DODOMA RURAL","BAHI",100,"BAHI",1,87.05,1,80.9
"0076-003","DODOMA","DODOMA RURAL","BAHI",100,"BAHI",1,87.05,1,80.9
"0077-001","DODOMA","DODOMA URBAN","CHILANGA",101,"DODOMA MJINI",1,49.68,1,46.84
"0078-001","DODOMA","DODOMA URBAN","CHILANGA",101,"DODOMA MJINI",1,49.68,1,46.84
"0079-001","DODOMA","DODOMA URBAN","CHILANGA",101,"DODOMA MJINI",1,49.68,1,46.84
"0080-001","DODOMA","DODOMA URBAN","CHILANGA",101,"DODOMA MJINI",1,49.68,1,46.84
"0081-001","DODOMA","DODOMA URBAN","CHILANGA",101,"DODOMA MJINI",1,49.68,1,46.84
"0082-001","DODOMA","DODOMA URBAN","CHILANGA",101,"DODOMA MJINI",1,49.68,1,46.84
"0083-001","DODOMA","DODOMA URBAN","CHILANGA",101,"DODOMA MJINI",1,49.68,1,46.84
"0084-001","DODOMA","DODOMA URBAN","CHILANGA",101,"DODOMA MJINI",1,49.68,1,46.84
"0085-001","DODOMA","DODOMA URBAN","HOMBOLO",102,"DODOMA MJINI",1,49.68,1,46.84
"0086-001","DODOMA","DODOMA URBAN","HOMBOLO",102,"DODOMA MJINI",1,49.68,1,46.84
"0087-001","DODOMA","DODOMA URBAN","HOMBOLO",102,"DODOMA MJINI",1,49.68,1,46.84
"0087-003","DODOMA","DODOMA URBAN","HOMBOLO",102,"DODOMA MJINI",1,49.68,1,46.84
"0088-001","DODOMA","DODOMA URBAN","HOMBOLO",102,"DODOMA MJINI",1,49.68,1,46.84
"0089-001","DODOMA","DODOMA URBAN","HOMBOLO",102,"DODOMA MJINI",1,49.68,1,46.84
"0090-001","DODOMA","DODOMA URBAN","HOMBOLO",102,"DODOMA MJINI",1,49.68,1,46.84
"0090-003","DODOMA","DODOMA URBAN","HOMBOLO",102,"DODOMA MJINI",1,49.68,1,46.84
"0091-001","DODOMA","DODOMA URBAN","HOMBOLO",102,"DODOMA MJINI",1,49.68,1,46.84
"0091-102","DODOMA","DODOMA URBAN","MIYUJI",104,"DODOMA MJINI",1,49.68,1,46.84
"0092-001","MOROGORO","MVOMERO","SUNGAJI",411,"MVOMERO",1,38.68,1,46.58
"0093-001","DODOMA","DODOMA URBAN","HOMBOLO",102,"DODOMA MJINI",1,49.68,1,46.84
"0094-001","DODOMA","DODOMA URBAN","NALA",103,"DODOMA MJINI",1,49.68,1,46.84
"0095-001","DODOMA","DODOMA URBAN","NALA",103,"DODOMA MJINI",1,49.68,1,46.84
"0095-002","DODOMA","DODOMA URBAN","NALA",103,"DODOMA MJINI",1,49.68,1,46.84
"0095-004","DODOMA","DODOMA URBAN","NALA",103,"DODOMA MJINI",1,49.68,1,46.84
"0096-001","DODOMA","DODOMA URBAN","NALA",103,"DODOMA MJINI",1,49.68,1,46.84
"0097-001","DODOMA","DODOMA URBAN","NALA",103,"DODOMA MJINI",1,49.68,1,46.84
"0097-002","DODOMA","KONDOA","MAKORONGO",113,"KONDOA KUSINI",1,63.11,1,64.66
"0098-001","DODOMA","DODOMA URBAN","NALA",103,"DODOMA MJINI",1,49.68,1,46.84
"0099-001","DODOMA","DODOMA URBAN","NALA",103,"DODOMA MJINI",1,49.68,1,46.84
"0099-003","DODOMA","DODOMA URBAN","NALA",103,"DODOMA MJINI",1,49.68,1,46.84
"0099-008","DODOMA","DODOMA URBAN","NALA",103,"DODOMA MJINI",1,49.68,1,46.84
"0100-001","DODOMA","DODOMA URBAN","NALA",103,"DODOMA MJINI",1,49.68,1,46.84
"0101-001","DODOMA","DODOMA URBAN","NALA",103,"DODOMA MJINI",1,49.68,1,46.84
"0102-001","ARUSHA","MONDULI","SELELA",26,"MONDULI",1,83.84,1,65.3
"0103-001","ARUSHA","MONDULI","SELELA",26,"MONDULI",1,83.84,1,65.3
"0104-001","ARUSHA","MONDULI","ESILALEI",28,"MONDULI",1,83.84,1,65.3
"0105-001","ARUSHA","MONDULI","SELELA",26,"MONDULI",1,83.84,1,65.3
"0106-001","ARUSHA","MONDULI","ENGARUKA",27,"MONDULI",1,83.84,1,65.3
"0107-001","ARUSHA","MONDULI","SELELA",26,"MONDULI",1,83.84,1,65.3
"0108-001","ARUSHA","MONDULI","SELELA",26,"MONDULI",1,83.84,1,65.3
"0109-001","ARUSHA","MONDULI","SELELA",26,"MONDULI",1,83.84,1,65.3
"0109-003","ARUSHA","MONDULI","SELELA",26,"MONDULI",1,83.84,1,65.3
"0110-001","ARUSHA","MONDULI","ENGARUKA",27,"MONDULI",1,83.84,1,65.3
"0111-001","ARUSHA","MONDULI","ENGARUKA",27,"MONDULI",1,83.84,1,65.3
"0112-001","ARUSHA","MONDULI","ENGARUKA",27,"MONDULI",1,83.84,1,65.3
"0113-002","ARUSHA","MONDULI","ENGARUKA",27,"MONDULI",1,83.84,1,65.3
"0113-003","ARUSHA","MONDULI","ENGARUKA",27,"MONDULI",1,83.84,1,65.3
"0113-004","ARUSHA","MONDULI","MAKUYUNI",29,"MONDULI",1,83.84,1,65.3
"0114-001","ARUSHA","MONDULI","ENGARUKA",27,"MONDULI",1,83.84,1,65.3
"0115-001","ARUSHA","MONDULI","ENGARUKA",27,"MONDULI",1,83.84,1,65.3
"0116-001","ARUSHA","MONDULI","ENGARUKA",27,"MONDULI",1,83.84,1,65.3
"0117-001","ARUSHA","MONDULI","ENGARUKA",27,"MONDULI",1,83.84,1,65.3
"0118-001","ARUSHA","MONDULI","ENGARUKA",27,"MONDULI",1,83.84,1,65.3
"0119-001","ARUSHA","MONDULI","ENGARUKA",27,"MONDULI",1,83.84,1,65.3
"0120-002","ARUSHA","MONDULI","ENGARUKA",27,"MONDULI",1,83.84,1,65.3
"0120-003","ARUSHA","MONDULI","ENGARUKA",27,"MONDULI",1,83.84,1,65.3
"0121-001","ARUSHA","ARUMERU","MAJIYA CHAI",1,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0122-001","ARUSHA","ARUMERU","MAJIYA CHAI",1,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0123-001","ARUSHA","ARUMERU","MAJIYA CHAI",1,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0124-001","ARUSHA","ARUMERU","MAJIYA CHAI",1,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0125-001","ARUSHA","ARUMERU","MAJIYA CHAI",1,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0126-001","ARUSHA","ARUMERU","MAJIYA CHAI",1,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0126-002","ARUSHA","MONDULI","ESILALEI",28,"MONDULI",1,83.84,1,65.3
"0127-001","ARUSHA","ARUMERU","MAJIYA CHAI",1,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0128-001","ARUSHA","ARUMERU","MAJIYA CHAI",1,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0129-001","ARUSHA","ARUMERU","MAJIYA CHAI",1,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0129-003","ARUSHA","ARUMERU","BANGATA",4,"ARUMERU MAGHARIBI",1,13.53,1,7.75
"0131-001","ARUSHA","ARUMERU","KIKWE",2,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0132-001","ARUSHA","ARUMERU","KIKWE",2,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0133-001","ARUSHA","ARUMERU","KIKWE",2,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0133-003","ARUSHA","ARUMERU","KIKWE",2,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0134-001","ARUSHA","ARUMERU","KIKWE",2,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0135-001","ARUSHA","ARUMERU","KIKWE",2,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0136-001","ARUSHA","ARUMERU","KIKWE",2,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0137-001","ARUSHA","ARUMERU","KIKWE",2,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0138-001","ARUSHA","ARUMERU","KIKWE",2,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0139-001","ARUSHA","ARUMERU","KIRANYI",3,"ARUMERU MAGHARIBI",1,13.53,1,7.75
"0140-001","ARUSHA","ARUMERU","BWAWANI",5,"ARUMERU MAGHARIBI",1,13.53,1,7.75
"0141-001","ARUSHA","ARUMERU","KIRANYI",3,"ARUMERU MAGHARIBI",1,13.53,1,7.75
"0141-007","ARUSHA","ARUSHA","LEVOLOSI",15,"ARUSHA  MJINI",0,19.23,NA,NA
"0142-001","ARUSHA","ARUMERU","USA RIVER",6,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0142-003","ARUSHA","ARUMERU","MAJIYA CHAI",1,"ARUMERU MASHARIKI",1,27.9,1,19.64
"0143-001","ARUSHA","ARUMERU","KIRANYI",3,"ARUMERU MAGHARIBI",1,13.53,1,7.75
"0144-001","ARUSHA","ARUMERU","KIRANYI",3,"ARUMERU MAGHARIBI",1,13.53,1,7.75
"0145-001","ARUSHA","ARUMERU","KIRANYI",3,"ARUMERU MAGHARIBI",1,13.53,1,7.75
"0146-001","ARUSHA","ARUMERU","KIRANYI",3,"ARUMERU MAGHARIBI",1,13.53,1,7.75
"0147-001","ARUSHA","ARUMERU","KIRANYI",3,"ARUMERU MAGHARIBI",1,13.53,1,7.75
"0148-001","ARUSHA","ARUMERU","KIRANYI",3,"ARUMERU MAGHARIBI",1,13.53,1,7.75
"0149-001","ARUSHA","ARUSHA","TERRAT",12,"ARUSHA  MJINI",0,19.23,NA,NA
"0150-001","ARUSHA","ARUSHA","TERRAT",12,"ARUSHA  MJINI",0,19.23,NA,NA
"0151-001","MANYARA","KITETO","PARTIMBO",312,"KITETO",1,28.17,1,41.32
"0152-001","ARUSHA","ARUSHA","TERRAT",12,"ARUSHA  MJINI",0,19.23,NA,NA
"0154-001","ARUSHA","ARUSHA","TERRAT",12,"ARUSHA  MJINI",0,19.23,NA,NA
"0154-003","ARUSHA","ARUSHA","TERRAT",12,"ARUSHA  MJINI",0,19.23,NA,NA
"0155-001","TANGA","KILINDI","KILINDI",777,"KILINDI",1,87.1,1,84.65
"0156-001","ARUSHA","ARUSHA","TERRAT",12,"ARUSHA  MJINI",0,19.23,NA,NA
"0157-001","ARUSHA","ARUSHA","DARAJA MBILI",13,"ARUSHA  MJINI",0,19.23,NA,NA
"0157-005","ARUSHA","ARUSHA","DARAJA MBILI",13,"ARUSHA  MJINI",0,19.23,NA,NA
"0159-001","ARUSHA","ARUSHA","DARAJA MBILI",13,"ARUSHA  MJINI",0,19.23,NA,NA
"0160-001","ARUSHA","ARUSHA","DARAJA MBILI",13,"ARUSHA  MJINI",0,19.23,NA,NA
"0161-002","ARUSHA","ARUSHA","DARAJA MBILI",13,"ARUSHA  MJINI",0,19.23,NA,NA
"0162-001","ARUSHA","ARUSHA","DARAJA MBILI",13,"ARUSHA  MJINI",0,19.23,NA,NA
"0163-001","ARUSHA","ARUSHA","DARAJA MBILI",13,"ARUSHA  MJINI",0,19.23,NA,NA
"0164-001","ARUSHA","ARUSHA","DARAJA MBILI",13,"ARUSHA  MJINI",0,19.23,NA,NA
"0165-001","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0166-001","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0167-001","MOROGORO","MOROGORO URBAN","KINGOLWIRA",403,"MOROGORO MJINI",1,38.25,1,28.09
"0167-002","TABORA","TABORA URBAN","CHEMCHEM",748,"TABORA MJINI",1,48.49,1,43.53
"0168-001","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0168-004","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0169-001","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0170-001","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0171-001","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0172-001","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0173-001","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0174-001","MANYARA","SIMANJIRO","SHAMBARAI",316,"SIMANJIRO",1,100,1,60.57
"0175-001","KILIMANJARO","MOSHI RURAL","KINDI",236,"MOSHI VIJIJINI",1,20.6,1,18.11
"0176-001","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0178-001","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0179-001","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0180-001","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0181-001","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0182-001","ARUSHA","KARATU","RHOTIA",23,"KARATU",0,21.45,0,27.02
"0182-002","ARUSHA","ARUSHA","SOKONI",16,"ARUSHA  MJINI",0,19.23,NA,NA
"0183-001","ARUSHA","KARATU","RHOTIA",23,"KARATU",0,21.45,0,27.02
"0184-001","ARUSHA","KARATU","RHOTIA",23,"KARATU",0,21.45,0,27.02
"0184-004","ARUSHA","MONDULI","ESILALEI",28,"MONDULI",1,83.84,1,65.3
"0185-001","ARUSHA","KARATU","GANAKO",24,"KARATU",0,21.45,0,27.02
"0185-002","ARUSHA","ARUSHA","SOMBETINI",14,"ARUSHA  MJINI",0,19.23,NA,NA
"0186-001","ARUSHA","KARATU","RHOTIA",23,"KARATU",0,21.45,0,27.02
"0187-001","ARUSHA","KARATU","RHOTIA",23,"KARATU",0,21.45,0,27.02
"0187-003","ARUSHA","KARATU","GANAKO",24,"KARATU",0,21.45,0,27.02
"0187-004","ARUSHA","KARATU","QURUS",25,"KARATU",0,21.45,0,27.02
"0187-005","ARUSHA","MONDULI","ESILALEI",28,"MONDULI",1,83.84,1,65.3
"0187-006","ARUSHA","ARUSHA","LEMARA",17,"ARUSHA  MJINI",0,19.23,NA,NA
"0188-001","ARUSHA","KARATU","RHOTIA",23,"KARATU",0,21.45,0,27.02
"0189-001","ARUSHA","KARATU","RHOTIA",23,"KARATU",0,21.45,0,27.02
"0190-001","ARUSHA","KARATU","GANAKO",24,"KARATU",0,21.45,0,27.02
"0191-001","ARUSHA","KARATU","GANAKO",24,"KARATU",0,21.45,0,27.02
"0192-001","ARUSHA","KARATU","GANAKO",24,"KARATU",0,21.45,0,27.02
"0193-001","ARUSHA","KARATU","GANAKO",24,"KARATU",0,21.45,0,27.02
"0194-001","ARUSHA","KARATU","GANAKO",24,"KARATU",0,21.45,0,27.02
"0195-001","ARUSHA","KARATU","GANAKO",24,"KARATU",0,21.45,0,27.02
"0196-001","ARUSHA","KARATU","GANAKO",24,"KARATU",0,21.45,0,27.02
"0197-001","ARUSHA","KARATU","GANAKO",24,"KARATU",0,21.45,0,27.02
"0198-001","ARUSHA","NGORONGORO","DIGODIGO",30,"NGORONGORO",1,62.12,1,31.96
"0199-001","ARUSHA","NGORONGORO","DIGODIGO",30,"NGORONGORO",1,62.12,1,31.96
"0200-001","ARUSHA","NGORONGORO","DIGODIGO",30,"NGORONGORO",1,62.12,1,31.96
"0201-001","ARUSHA","NGORONGORO","DIGODIGO",30,"NGORONGORO",1,62.12,1,31.96
"0202-001","ARUSHA","NGORONGORO","DIGODIGO",30,"NGORONGORO",1,62.12,1,31.96
"0203-001","ARUSHA","NGORONGORO","DIGODIGO",30,"NGORONGORO",1,62.12,1,31.96
"0204-001","ARUSHA","NGORONGORO","DIGODIGO",30,"NGORONGORO",1,62.12,1,31.96
"0205-001","ARUSHA","NGORONGORO","DIGODIGO",30,"NGORONGORO",1,62.12,1,31.96
"0206-001","ARUSHA","NGORONGORO","NGORONGORO",31,"NGORONGORO",1,62.12,1,31.96
"0207-001","ARUSHA","NGORONGORO","NGORONGORO",31,"NGORONGORO",1,62.12,1,31.96
"0208-001","ARUSHA","NGORONGORO","NGORONGORO",31,"NGORONGORO",1,62.12,1,31.96
"0209-001","ARUSHA","NGORONGORO","NGORONGORO",31,"NGORONGORO",1,62.12,1,31.96
"0209-003","ARUSHA","NGORONGORO","NGORONGORO",31,"NGORONGORO",1,62.12,1,31.96
"0210-001","ARUSHA","NGORONGORO","NGORONGORO",31,"NGORONGORO",1,62.12,1,31.96
"0211-001","ARUSHA","NGORONGORO","NGORONGORO",31,"NGORONGORO",1,62.12,1,31.96
"0212-001","ARUSHA","NGORONGORO","NGORONGORO",31,"NGORONGORO",1,62.12,1,31.96
"0213-001","ARUSHA","NGORONGORO","NGORONGORO",31,"NGORONGORO",1,62.12,1,31.96
"0214-001","ARUSHA","NGORONGORO","NGORONGORO",31,"NGORONGORO",1,62.12,1,31.96
"0215-001","KILIMANJARO","ROMBO","KELAMFUA MOKALA",249,"ROMBO",0,3.23999999999999,1,8.38
"0215-003","DAR-ES-SALAAM","KINONDONI","MBEZI",62,"UBUNGO",0,12.03,1,2.19
"0215-004","DAR-ES-SALAAM","KINONDONI","KIJITONYAMA",61,"KINONDONI",1,22.99,1,22.07
"0216-001","KILIMANJARO","ROMBO","KELAMFUA MOKALA",249,"ROMBO",0,3.23999999999999,1,8.38
"0217-001","KILIMANJARO","ROMBO","KELAMFUA MOKALA",249,"ROMBO",0,3.23999999999999,1,8.38
"0217-004","MWANZA","ILEMELA","BUSWELU",491,"ILEMELA",0,7.15000000000001,0,0.899999999999999
"0218-001","KILIMANJARO","ROMBO","KELAMFUA MOKALA",249,"ROMBO",0,3.23999999999999,1,8.38
"0219-001","KILIMANJARO","ROMBO","KELAMFUA MOKALA",249,"ROMBO",0,3.23999999999999,1,8.38
"0220-001","KILIMANJARO","ROMBO","KELAMFUA MOKALA",249,"ROMBO",0,3.23999999999999,1,8.38
"0221-001","KILIMANJARO","ROMBO","KELAMFUA MOKALA",249,"ROMBO",0,3.23999999999999,1,8.38
"0222-001","KILIMANJARO","ROMBO","KELAMFUA MOKALA",249,"ROMBO",0,3.23999999999999,1,8.38
"0222-003","ARUSHA","ARUMERU","SOKONIII",7,"ARUMERU MAGHARIBI",1,13.53,1,7.75
"0222-004","KILIMANJARO","ROMBO","KELAMFUA MOKALA",249,"ROMBO",0,3.23999999999999,1,8.38
"0223-002","KILIMANJARO","ROMBO","OLELE",250,"ROMBO",0,3.23999999999999,1,8.38
"0224-001","KILIMANJARO","ROMBO","OLELE",250,"ROMBO",0,3.23999999999999,1,8.38
"0225-001","KILIMANJARO","ROMBO","OLELE",250,"ROMBO",0,3.23999999999999,1,8.38
"0226-001","KILIMANJARO","ROMBO","OLELE",250,"ROMBO",0,3.23999999999999,1,8.38
"0227-001","DAR-ES-SALAAM","KINONDONI","KIMARA",69,"UBUNGO",0,12.03,1,2.19
