"","y2_hhid","reg","dis","ward","id","con","ccm_prez05","split_prez05"
"1688","0904011002000603","MTWARA","TANDAHIMBA","NANHYANGA",469,"TANDAHIMBA",1,49.3
"1689","0904011002005502","MTWARA","TANDAHIMBA","NANHYANGA",469,"TANDAHIMBA",1,49.3
"1690","0904011002005503","MTWARA","TANDAHIMBA","NANHYANGA",469,"TANDAHIMBA",1,49.3
"1691","0904011002008601","MTWARA","TANDAHIMBA","NANHYANGA",469,"TANDAHIMBA",1,49.3
"1692","0904011002009001","MTWARA","TANDAHIMBA","NANHYANGA",469,"TANDAHIMBA",1,49.3
"1693","0904011002011601","MTWARA","TANDAHIMBA","NANHYANGA",469,"TANDAHIMBA",1,49.3
"1694","0904011002015501","MTWARA","TANDAHIMBA","NANHYANGA",469,"TANDAHIMBA",1,49.3
"1695","0904011002015801","MTWARA","TANDAHIMBA","NANHYANGA",469,"TANDAHIMBA",1,49.3
"1696","0904011002019301","MTWARA","TANDAHIMBA","NANHYANGA",469,"TANDAHIMBA",1,49.3
"1697","0905001004002501","MTWARA","MTWARA URBAN","LIKOMBE",452,"MTWARA MJINI",1,58.4
"1698","0905001004002502","MTWARA","MTWARA URBAN","LIKOMBE",452,"MTWARA MJINI",1,58.4
"1699","0905001004003101","MTWARA","MTWARA URBAN","LIKOMBE",452,"MTWARA MJINI",1,58.4
"1700","0905001004004302","MTWARA","MTWARA URBAN","LIKOMBE",452,"MTWARA MJINI",1,58.4
"1701","0905001004004304","MTWARA","MTWARA URBAN","LIKOMBE",452,"MTWARA MJINI",1,58.4
"1702","0905001004004401","MTWARA","MTWARA URBAN","LIKOMBE",452,"MTWARA MJINI",1,58.4
"1703","0905001004004406","MTWARA","MTWARA URBAN","LIKOMBE",452,"MTWARA MJINI",1,58.4
"1704","0905001004005301","MTWARA","MTWARA URBAN","LIKOMBE",452,"MTWARA MJINI",1,58.4
"1705","0905001004005302","MTWARA","MTWARA URBAN","LIKOMBE",452,"MTWARA MJINI",1,58.4
"1706","0905001004005801","MTWARA","MTWARA URBAN","LIKOMBE",452,"MTWARA MJINI",1,58.4
"1707","0905001004005806","MTWARA","MTWARA URBAN","LIKOMBE",452,"MTWARA MJINI",1,58.4
"1708","0905001004008001","MTWARA","MTWARA URBAN","LIKOMBE",452,"MTWARA MJINI",1,58.4
"1709","0905001004011301","MTWARA","MTWARA URBAN","LIKOMBE",452,"MTWARA MJINI",1,58.4
"1710","0905002026000601","MTWARA","MTWARA URBAN","VIGAENI",453,"MTWARA MJINI",1,58.4
"1711","0905002026004701","MTWARA","MTWARA URBAN","VIGAENI",453,"MTWARA MJINI",1,58.4
"1712","0905002026005001","MTWARA","MTWARA URBAN","VIGAENI",453,"MTWARA MJINI",1,58.4
"1713","0905002026006501","MTWARA","MTWARA URBAN","VIGAENI",453,"MTWARA MJINI",1,58.4
"1714","0905002026006503","MTWARA","MTWARA URBAN","VIGAENI",453,"MTWARA MJINI",1,58.4
"1715","0905002026008601","MTWARA","MTWARA URBAN","VIGAENI",453,"MTWARA MJINI",1,58.4
"1716","0905003001011501","MTWARA","MTWARA URBAN","LIKOMBE",452,"MTWARA MJINI",1,58.4
"1717","0905003001019601","MTWARA","MTWARA URBAN","LIKOMBE",452,"MTWARA MJINI",1,58.4
"1718","0905003001022201","MTWARA","MTWARA URBAN","LIKOMBE",452,"MTWARA MJINI",1,58.4
"1719","0905003001022205","MTWARA","MTWARA URBAN","LIKOMBE",452,"MTWARA MJINI",1,58.4
"1720","0905003001026301","MTWARA","MTWARA URBAN","LIKOMBE",452,"MTWARA MJINI",1,58.4
"1721","0905003001026306","MTWARA","MTWARA URBAN","LIKOMBE",452,"MTWARA MJINI",1,58.4
"1722","0905003001034001","MTWARA","MTWARA URBAN","LIKOMBE",452,"MTWARA MJINI",1,58.4
"1723","0905003001042901","MTWARA","MTWARA URBAN","LIKOMBE",452,"MTWARA MJINI",1,58.4
"1724","0905003001042902","MTWARA","MTWARA URBAN","LIKOMBE",452,"MTWARA MJINI",1,58.4
"1725","0905003001042904","MTWARA","MTWARA URBAN","LIKOMBE",452,"MTWARA MJINI",1,58.4
"1726","0905003001045901","MTWARA","MTWARA URBAN","LIKOMBE",452,"MTWARA MJINI",1,58.4
"1727","0905003001050301","MTWARA","MTWARA URBAN","LIKOMBE",452,"MTWARA MJINI",1,58.4
"1728","0905012003004401","MTWARA","MTWARA URBAN","MWENA",454,"MASASI",1,77
"1729","0905012003011201","MTWARA","MTWARA URBAN","MWENA",454,"MASASI",1,77
"1730","0905012003011501","MTWARA","MTWARA URBAN","MWENA",454,"MASASI",1,77
"1731","0905012003012401","MTWARA","MTWARA URBAN","MWENA",454,"MASASI",1,77
"1732","0905012003019301","MTWARA","MTWARA URBAN","MWENA",454,"MASASI",1,77
"1733","0905012003031701","MTWARA","MTWARA URBAN","MWENA",454,"MASASI",1,77
"1734","0905012003041901","MTWARA","MTWARA URBAN","MWENA",454,"MASASI",1,77
"1735","0905012003041906","MTWARA","MTWARA URBAN","MWENA",454,"MASASI",1,77
"1736","0905012003048301","MTWARA","MTWARA URBAN","MWENA",454,"MASASI",1,77
"1737","0905012003048303","MTWARA","MTWARA URBAN","MWENA",454,"MASASI",1,77
"1738","0905012325000201","MTWARA","MTWARA URBAN","SHANGANI",455,"MTWARA MJINI",1,58.4
"1739","0905012325001201","MTWARA","MTWARA URBAN","SHANGANI",455,"MTWARA MJINI",1,58.4
"1740","0905012325002001","MTWARA","MTWARA URBAN","SHANGANI",455,"MTWARA MJINI",1,58.4
"1741","0905012325003802","MTWARA","MTWARA URBAN","SHANGANI",455,"MTWARA MJINI",1,58.4
"1742","0905012325004201","MTWARA","MTWARA URBAN","SHANGANI",455,"MTWARA MJINI",1,58.4
"1743","0905012325005801","MTWARA","MTWARA URBAN","SHANGANI",455,"MTWARA MJINI",1,58.4
"1744","0905012325005802","MTWARA","MTWARA URBAN","SHANGANI",455,"MTWARA MJINI",1,58.4
"1745","0905012325005803","MTWARA","MTWARA URBAN","SHANGANI",455,"MTWARA MJINI",1,58.4
"1746","0905012325005901","MTWARA","MTWARA URBAN","SHANGANI",455,"MTWARA MJINI",1,58.4
"1747","0905012325005902","MTWARA","MTWARA URBAN","SHANGANI",455,"MTWARA MJINI",1,58.4
"1748","0905012325008101","MTWARA","MTWARA URBAN","SHANGANI",455,"MTWARA MJINI",1,58.4
"1749","0905012325008102","MTWARA","MTWARA URBAN","SHANGANI",455,"MTWARA MJINI",1,58.4
"1750","1001003004001401","RUVUMA","TUNDURU","MLINGOTI MASHARIKI",616,"TUNDURU KASKAZINI",NA,NA
"1751","1001003004002901","RUVUMA","TUNDURU","MLINGOTI MASHARIKI",616,"TUNDURU KASKAZINI",NA,NA
"1752","1001003004004201","RUVUMA","TUNDURU","MLINGOTI MASHARIKI",616,"TUNDURU KASKAZINI",NA,NA
"1753","1001003004018101","RUVUMA","TUNDURU","MLINGOTI MASHARIKI",616,"TUNDURU KASKAZINI",NA,NA
"1754","1001003004018102","RUVUMA","TUNDURU","MLINGOTI MASHARIKI",616,"TUNDURU KASKAZINI",NA,NA
"1755","1001003004020701","RUVUMA","TUNDURU","MLINGOTI MASHARIKI",616,"TUNDURU KASKAZINI",NA,NA
"1756","1001003004029301","RUVUMA","TUNDURU","MLINGOTI MASHARIKI",616,"TUNDURU KASKAZINI",NA,NA
"1757","1001003004038101","RUVUMA","TUNDURU","MLINGOTI MASHARIKI",616,"TUNDURU KASKAZINI",NA,NA
"1758","1001003004045501","RUVUMA","TUNDURU","MLINGOTI MASHARIKI",616,"TUNDURU KASKAZINI",NA,NA
"1759","1001003305002801","RUVUMA","TUNDURU","MLINGOTI MASHARIKI",616,"TUNDURU KASKAZINI",NA,NA
"1760","1001003305003401","RUVUMA","TUNDURU","MLINGOTI MASHARIKI",616,"TUNDURU KASKAZINI",NA,NA
"1761","1001003305004001","RUVUMA","TUNDURU","MLINGOTI MASHARIKI",616,"TUNDURU KASKAZINI",NA,NA
"1762","1001003305004201","RUVUMA","TUNDURU","MLINGOTI MASHARIKI",616,"TUNDURU KASKAZINI",NA,NA
"1763","1001003305004401","RUVUMA","TUNDURU","MLINGOTI MASHARIKI",616,"TUNDURU KASKAZINI",NA,NA
"1764","1001003305005401","RUVUMA","TUNDURU","MLINGOTI MASHARIKI",616,"TUNDURU KASKAZINI",NA,NA
"1765","1001003305005901","RUVUMA","TUNDURU","MLINGOTI MASHARIKI",616,"TUNDURU KASKAZINI",NA,NA
"1766","1001003305007801","RUVUMA","TUNDURU","MLINGOTI MASHARIKI",616,"TUNDURU KASKAZINI",NA,NA
"1767","1001003305007802","RUVUMA","TUNDURU","MLINGOTI MASHARIKI",616,"TUNDURU KASKAZINI",NA,NA
"1768","1001003306002801","RUVUMA","TUNDURU","MLINGOTI MAGHARIBI",617,"TUNDURU KASKAZINI",NA,NA
"1769","1001003306004201","RUVUMA","TUNDURU","MLINGOTI MAGHARIBI",617,"TUNDURU KASKAZINI",NA,NA
"1770","1001003306004401","RUVUMA","TUNDURU","MLINGOTI MAGHARIBI",617,"TUNDURU KASKAZINI",NA,NA
"1771","1001003306005901","RUVUMA","TUNDURU","MLINGOTI MAGHARIBI",617,"TUNDURU KASKAZINI",NA,NA
"1772","1001003306008901","RUVUMA","TUNDURU","MLINGOTI MAGHARIBI",617,"TUNDURU KASKAZINI",NA,NA
"1773","1001003306010301","RUVUMA","TUNDURU","MLINGOTI MAGHARIBI",617,"TUNDURU KASKAZINI",NA,NA
"1774","1001003306011201","RUVUMA","TUNDURU","MLINGOTI MAGHARIBI",617,"TUNDURU KASKAZINI",NA,NA
"1775","1001003306012401","RUVUMA","TUNDURU","MLINGOTI MAGHARIBI",617,"TUNDURU KASKAZINI",NA,NA
"1776","1001003325000701","RUVUMA","TUNDURU","MLINGOTI MAGHARIBI",617,"TUNDURU KASKAZINI",NA,NA
"1777","1001003325001301","RUVUMA","TUNDURU","MLINGOTI MAGHARIBI",617,"TUNDURU KASKAZINI",NA,NA
"1778","1001003325003201","RUVUMA","TUNDURU","MLINGOTI MAGHARIBI",617,"TUNDURU KASKAZINI",NA,NA
"1779","1001003325003202","RUVUMA","TUNDURU","MLINGOTI MAGHARIBI",617,"TUNDURU KASKAZINI",NA,NA
"1780","1001003325004101","RUVUMA","TUNDURU","MLINGOTI MAGHARIBI",617,"TUNDURU KASKAZINI",NA,NA
"1781","1001003325004901","RUVUMA","TUNDURU","MLINGOTI MAGHARIBI",617,"TUNDURU KASKAZINI",NA,NA
"1782","1001003325004902","RUVUMA","TUNDURU","MLINGOTI MAGHARIBI",617,"TUNDURU KASKAZINI",NA,NA
"1783","1001003325005401","RUVUMA","TUNDURU","MLINGOTI MAGHARIBI",617,"TUNDURU KASKAZINI",NA,NA
"1784","1001003325007701","RUVUMA","TUNDURU","MLINGOTI MAGHARIBI",617,"TUNDURU KASKAZINI",NA,NA
"1785","1001003325008001","RUVUMA","TUNDURU","MLINGOTI MAGHARIBI",617,"TUNDURU KASKAZINI",NA,NA
"1786","1001019004000101","RUVUMA","TUNDURU","MLINGOTI MAGHARIBI",617,"TUNDURU KASKAZINI",NA,NA
"1787","1001019004003001","RUVUMA","TUNDURU","MLINGOTI MAGHARIBI",617,"TUNDURU KASKAZINI",NA,NA
"1788","1001019004003101","RUVUMA","TUNDURU","MLINGOTI MAGHARIBI",617,"TUNDURU KASKAZINI",NA,NA
"1789","1001019004004201","RUVUMA","TUNDURU","MLINGOTI MAGHARIBI",617,"TUNDURU KASKAZINI",NA,NA
"1790","1001019004004601","RUVUMA","TUNDURU","MLINGOTI MAGHARIBI",617,"TUNDURU KASKAZINI",NA,NA
"1791","1001019004005501","RUVUMA","TUNDURU","MLINGOTI MAGHARIBI",617,"TUNDURU KASKAZINI",NA,NA
"1792","1001019004012401","RUVUMA","TUNDURU","MLINGOTI MAGHARIBI",617,"TUNDURU KASKAZINI",NA,NA
"1793","1002007004001601","RUVUMA","SONGEA RURAL","MUHUKURU",603,"PERAMIHO",1,86.9
"1794","1002007004004501","RUVUMA","SONGEA RURAL","MUHUKURU",603,"PERAMIHO",1,86.9
"1795","1002007004005001","RUVUMA","SONGEA RURAL","MUHUKURU",603,"PERAMIHO",1,86.9
"1796","1002007004006301","RUVUMA","SONGEA RURAL","MUHUKURU",603,"PERAMIHO",1,86.9
"1797","1002007004008801","RUVUMA","SONGEA RURAL","MUHUKURU",603,"PERAMIHO",1,86.9
"1798","1002007004011001","RUVUMA","SONGEA RURAL","MUHUKURU",603,"PERAMIHO",1,86.9
"1799","1002007004011002","RUVUMA","SONGEA RURAL","MUHUKURU",603,"PERAMIHO",1,86.9
"1800","1002007004013601","RUVUMA","SONGEA RURAL","MUHUKURU",603,"PERAMIHO",1,86.9
"1801","1002007004016101","RUVUMA","SONGEA RURAL","MUHUKURU",603,"PERAMIHO",1,86.9
"1802","1002009003011201","RUVUMA","SONGEA RURAL","MAPOSENI",604,"PERAMIHO",1,86.9
"1803","1002009003013601","RUVUMA","SONGEA RURAL","MAPOSENI",604,"PERAMIHO",1,86.9
"1804","1002009003018601","RUVUMA","SONGEA RURAL","MAPOSENI",604,"PERAMIHO",1,86.9
"1805","1002009003024001","RUVUMA","SONGEA RURAL","MAPOSENI",604,"PERAMIHO",1,86.9
"1806","1002009003030701","RUVUMA","SONGEA RURAL","MAPOSENI",604,"PERAMIHO",1,86.9
"1807","1002009003034101","RUVUMA","SONGEA RURAL","MAPOSENI",604,"PERAMIHO",1,86.9
"1808","1002009003034103","RUVUMA","SONGEA RURAL","MAPOSENI",604,"PERAMIHO",1,86.9
"1809","1002009003038901","RUVUMA","SONGEA RURAL","MAPOSENI",604,"PERAMIHO",1,86.9
"1810","1002009003045201","RUVUMA","SONGEA RURAL","MAPOSENI",604,"PERAMIHO",1,86.9
"1811","1002011311000801","RUVUMA","SONGEA RURAL","LILAMBO",605,"PERAMIHO",1,86.9
"1812","1002011311001301","RUVUMA","SONGEA RURAL","LILAMBO",605,"PERAMIHO",1,86.9
"1813","1002011311001601","RUVUMA","SONGEA RURAL","LILAMBO",605,"PERAMIHO",1,86.9
"1814","1002011311001602","RUVUMA","SONGEA RURAL","LILAMBO",605,"PERAMIHO",1,86.9
"1815","1002011311001901","RUVUMA","SONGEA RURAL","LILAMBO",605,"PERAMIHO",1,86.9
"1816","1002011311003001","RUVUMA","SONGEA RURAL","LILAMBO",605,"PERAMIHO",1,86.9
"1817","1002011311003301","RUVUMA","SONGEA RURAL","LILAMBO",605,"PERAMIHO",1,86.9
"1818","1002011311008301","RUVUMA","SONGEA RURAL","LILAMBO",605,"PERAMIHO",1,86.9
"1819","1002011311009601","RUVUMA","SONGEA RURAL","LILAMBO",605,"PERAMIHO",1,86.9
"1820","1002014004003601","RUVUMA","NAMTUMBO","MATIMIRA",598,"PERAMIHO",1,86.9
"1821","1002014004005901","RUVUMA","NAMTUMBO","MATIMIRA",598,"PERAMIHO",1,86.9
"1822","1002014004006801","RUVUMA","NAMTUMBO","MATIMIRA",598,"PERAMIHO",1,86.9
"1823","1002014004006802","RUVUMA","NAMTUMBO","MATIMIRA",598,"PERAMIHO",1,86.9
"1824","1002014004009201","RUVUMA","NAMTUMBO","MATIMIRA",598,"PERAMIHO",1,86.9
"1825","1002014004018801","RUVUMA","NAMTUMBO","MATIMIRA",598,"PERAMIHO",1,86.9
"1826","1002014004019201","RUVUMA","NAMTUMBO","MATIMIRA",598,"PERAMIHO",1,86.9
"1827","1002014004019202","RUVUMA","NAMTUMBO","MATIMIRA",598,"PERAMIHO",1,86.9
"1828","1002014004022501","RUVUMA","NAMTUMBO","MATIMIRA",598,"PERAMIHO",1,86.9
"1829","1003013001004401","RUVUMA","MBINGA","KILOSA",587,"MBINGA MAGHARIBI",1,89.1
"1830","1003013001011201","RUVUMA","MBINGA","KILOSA",587,"MBINGA MAGHARIBI",1,89.1
"1831","1003013001011502","RUVUMA","MBINGA","KILOSA",587,"MBINGA MAGHARIBI",1,89.1
"1832","1003013001011504","RUVUMA","MBINGA","KILOSA",587,"MBINGA MAGHARIBI",1,89.1
"1833","1003013001012401","RUVUMA","MBINGA","KILOSA",587,"MBINGA MAGHARIBI",1,89.1
"1834","1003013001019301","RUVUMA","MBINGA","KILOSA",587,"MBINGA MAGHARIBI",1,89.1
"1835","1003013001031701","RUVUMA","MBINGA","KILOSA",587,"MBINGA MAGHARIBI",1,89.1
"1836","1003013001041901","RUVUMA","MBINGA","KILOSA",587,"MBINGA MAGHARIBI",1,89.1
"1837","1003013001047001","RUVUMA","MBINGA","KILOSA",587,"MBINGA MAGHARIBI",1,89.1
"1838","1003014002000401","RUVUMA","MBINGA","KINGERIKITI",588,"MBINGA MAGHARIBI",1,89.1
"1839","1003014002015301","RUVUMA","MBINGA","KINGERIKITI",588,"MBINGA MAGHARIBI",1,89.1
"1840","1003014002019601","RUVUMA","MBINGA","KINGERIKITI",588,"MBINGA MAGHARIBI",1,89.1
"1841","1003014002031701","RUVUMA","MBINGA","KINGERIKITI",588,"MBINGA MAGHARIBI",1,89.1
"1842","1003014002034901","RUVUMA","MBINGA","KINGERIKITI",588,"MBINGA MAGHARIBI",1,89.1
"1843","1003014002040501","RUVUMA","MBINGA","KINGERIKITI",588,"MBINGA MAGHARIBI",1,89.1
"1844","1003014002040504","RUVUMA","MBINGA","KINGERIKITI",588,"MBINGA MAGHARIBI",1,89.1
"1845","1003014002050001","RUVUMA","MBINGA","KINGERIKITI",588,"MBINGA MAGHARIBI",1,89.1
"1846","1003014002050002","RUVUMA","MBINGA","KINGERIKITI",588,"MBINGA MAGHARIBI",1,89.1
"1847","1003014002050901","RUVUMA","MBINGA","KINGERIKITI",588,"MBINGA MAGHARIBI",1,89.1
"1848","1003018003005501","RUVUMA","MBINGA","LIULI",589,"MBINGA MAGHARIBI",1,89.1
"1849","1003018003011401","RUVUMA","MBINGA","LIULI",589,"MBINGA MAGHARIBI",1,89.1
"1850","1003018003011601","RUVUMA","MBINGA","LIULI",589,"MBINGA MAGHARIBI",1,89.1
"1851","1003018003015801","RUVUMA","MBINGA","LIULI",589,"MBINGA MAGHARIBI",1,89.1
"1852","1003018003015803","RUVUMA","MBINGA","LIULI",589,"MBINGA MAGHARIBI",1,89.1
"1853","1003018003016801","RUVUMA","MBINGA","LIULI",589,"MBINGA MAGHARIBI",1,89.1
"1854","1003018003019301","RUVUMA","MBINGA","LIULI",589,"MBINGA MAGHARIBI",1,89.1
"1855","1003018003028001","RUVUMA","MBINGA","LIULI",589,"MBINGA MAGHARIBI",1,89.1
"1856","1003018003032801","RUVUMA","MBINGA","LIULI",589,"MBINGA MAGHARIBI",1,89.1
"1857","1003018003032805","RUVUMA","MBINGA","LIULI",589,"MBINGA MAGHARIBI",1,89.1
"1858","1003022002014801","RUVUMA","MBINGA","MBUJI",590,"MBINGA MASHARIKI",1,91.4
"1859","1003022002014803","RUVUMA","MBINGA","MBUJI",590,"MBINGA MASHARIKI",1,91.4
"1860","1003022002021701","RUVUMA","MBINGA","MBUJI",590,"MBINGA MASHARIKI",1,91.4
"1861","1003022002026301","RUVUMA","MBINGA","MBUJI",590,"MBINGA MASHARIKI",1,91.4
"1862","1003022002028301","RUVUMA","MBINGA","MBUJI",590,"MBINGA MASHARIKI",1,91.4
"1863","1003022002032101","RUVUMA","MBINGA","MBUJI",590,"MBINGA MASHARIKI",1,91.4
"1864","1003022002033601","RUVUMA","MBINGA","MBUJI",590,"MBINGA MASHARIKI",1,91.4
"1865","1003022002033602","RUVUMA","MBINGA","MBUJI",590,"MBINGA MASHARIKI",1,91.4
"1866","1003022002040101","RUVUMA","MBINGA","MBUJI",590,"MBINGA MASHARIKI",1,91.4
"1867","1003022002045301","RUVUMA","MBINGA","MBUJI",590,"MBINGA MASHARIKI",1,91.4
"1868","1003037001006301","RUVUMA","MBINGA","LITUHI",591,"MBINGA MAGHARIBI",1,89.1
"1869","1003037001006304","RUVUMA","MBINGA","LITUHI",591,"MBINGA MAGHARIBI",1,89.1
"1870","1003037001006305","RUVUMA","MBINGA","LITUHI",591,"MBINGA MAGHARIBI",1,89.1
"1871","1003037001008301","RUVUMA","MBINGA","LITUHI",591,"MBINGA MAGHARIBI",1,89.1
"1872","1003037001020801","RUVUMA","MBINGA","LITUHI",591,"MBINGA MAGHARIBI",1,89.1
"1873","1003037001020802","RUVUMA","MBINGA","LITUHI",591,"MBINGA MAGHARIBI",1,89.1
"1874","1003037001020807","RUVUMA","MBINGA","LITUHI",591,"MBINGA MAGHARIBI",1,89.1
"1875","1003037001020808","RUVUMA","MBINGA","LITUHI",591,"MBINGA MAGHARIBI",1,89.1
"1876","1003037001026401","RUVUMA","MBINGA","LITUHI",591,"MBINGA MAGHARIBI",1,89.1
"1877","1003037001029301","RUVUMA","MBINGA","LITUHI",591,"MBINGA MAGHARIBI",1,89.1
"1878","1003037001037201","RUVUMA","MBINGA","LITUHI",591,"MBINGA MAGHARIBI",1,89.1
"1879","1003037001037204","RUVUMA","MBINGA","LITUHI",591,"MBINGA MAGHARIBI",1,89.1
"1880","1003037001041301","RUVUMA","MBINGA","LITUHI",591,"MBINGA MAGHARIBI",1,89.1
"1881","1003037001042901","RUVUMA","MBINGA","LITUHI",591,"MBINGA MAGHARIBI",1,89.1
"1882","1005006001005301","RUVUMA","NAMTUMBO","MSINDO",599,"NAMTUMBO",1,57.6
"1883","1005006001011101","RUVUMA","NAMTUMBO","MSINDO",599,"NAMTUMBO",1,57.6
"1884","1005006001020601","RUVUMA","NAMTUMBO","MSINDO",599,"NAMTUMBO",1,57.6
"1885","1005006001020801","RUVUMA","NAMTUMBO","MSINDO",599,"NAMTUMBO",1,57.6
"1886","1005006001034601","RUVUMA","NAMTUMBO","MSINDO",599,"NAMTUMBO",1,57.6
"1887","1005006001062701","RUVUMA","NAMTUMBO","MSINDO",599,"NAMTUMBO",1,57.6
"1888","1005006001062702","RUVUMA","NAMTUMBO","MSINDO",599,"NAMTUMBO",1,57.6
"1889","1005006001062801","RUVUMA","NAMTUMBO","MSINDO",599,"NAMTUMBO",1,57.6
"1890","1005009001014801","RUVUMA","NAMTUMBO","KITANDA",600,"NAMTUMBO",1,57.6
"1891","1005009001026301","RUVUMA","NAMTUMBO","KITANDA",600,"NAMTUMBO",1,57.6
"1892","1005009001026302","RUVUMA","NAMTUMBO","KITANDA",600,"NAMTUMBO",1,57.6
"1893","1005009001028301","RUVUMA","NAMTUMBO","KITANDA",600,"NAMTUMBO",1,57.6
"1894","1005009001028302","RUVUMA","NAMTUMBO","KITANDA",600,"NAMTUMBO",1,57.6
"1895","1005009001029701","RUVUMA","NAMTUMBO","KITANDA",600,"NAMTUMBO",1,57.6
"1896","1005009001033601","RUVUMA","NAMTUMBO","KITANDA",600,"NAMTUMBO",1,57.6
"1897","1005009001051101","RUVUMA","NAMTUMBO","KITANDA",600,"NAMTUMBO",1,57.6
"1898","1005009001055801","RUVUMA","NAMTUMBO","KITANDA",600,"NAMTUMBO",1,57.6
"1899","1005009001065601","RUVUMA","NAMTUMBO","KITANDA",600,"NAMTUMBO",1,57.6
"1900","1005009001065602","RUVUMA","NAMTUMBO","KITANDA",600,"NAMTUMBO",1,57.6
"1901","1005009001065603","RUVUMA","NAMTUMBO","KITANDA",600,"NAMTUMBO",1,57.6
"1902","1005011005003601","RUVUMA","NAMTUMBO","LUCHILI",601,"NAMTUMBO",1,57.6
"1903","1005011005005902","RUVUMA","NAMTUMBO","LUCHILI",601,"NAMTUMBO",1,57.6
"1904","1005011005006801","RUVUMA","NAMTUMBO","LUCHILI",601,"NAMTUMBO",1,57.6
"1905","1005011005007201","RUVUMA","NAMTUMBO","LUCHILI",601,"NAMTUMBO",1,57.6
"1906","1005011005009201","RUVUMA","NAMTUMBO","LUCHILI",601,"NAMTUMBO",1,57.6
"1907","1005011005012501","RUVUMA","NAMTUMBO","LUCHILI",601,"NAMTUMBO",1,57.6
"1908","1005011005016601","RUVUMA","NAMTUMBO","LUCHILI",601,"NAMTUMBO",1,57.6
"1909","1005011005017701","RUVUMA","NAMTUMBO","LUCHILI",601,"NAMTUMBO",1,57.6
"1910","1101002005004701","IRINGA","IRINGA RURAL","NDULI",123,"ISMANI",1,82.1
"1911","1101002005009201","IRINGA","IRINGA RURAL","NDULI",123,"ISMANI",1,82.1
"1912","1101002005009602","IRINGA","IRINGA RURAL","NDULI",123,"ISMANI",1,82.1
"1913","1101002005013101","IRINGA","IRINGA RURAL","NDULI",123,"ISMANI",1,82.1
"1914","1101002005024501","IRINGA","IRINGA RURAL","NDULI",123,"ISMANI",1,82.1
"1915","1101002005024601","IRINGA","IRINGA RURAL","NDULI",123,"ISMANI",1,82.1
"1916","1101002005031301","IRINGA","IRINGA RURAL","NDULI",123,"ISMANI",1,82.1
"1917","1101002005036301","IRINGA","IRINGA RURAL","NDULI",123,"ISMANI",1,82.1
"1918","1101012002006901","IRINGA","IRINGA RURAL","MAHUNINGA",124,"ISMANI",1,82.1
"1919","1101012002007901","IRINGA","IRINGA RURAL","MAHUNINGA",124,"ISMANI",1,82.1
"1920","1101012002008601","IRINGA","IRINGA RURAL","MAHUNINGA",124,"ISMANI",1,82.1
"1921","1101012002012101","IRINGA","IRINGA RURAL","MAHUNINGA",124,"ISMANI",1,82.1
"1922","1101012002014301","IRINGA","IRINGA RURAL","MAHUNINGA",124,"ISMANI",1,82.1
"1923","1101012002017901","IRINGA","IRINGA RURAL","MAHUNINGA",124,"ISMANI",1,82.1
"1924","1101012002024201","IRINGA","IRINGA RURAL","MAHUNINGA",124,"ISMANI",1,82.1
"1925","1101012002056201","IRINGA","IRINGA RURAL","MAHUNINGA",124,"ISMANI",1,82.1
"1926","1102010004002301","IRINGA","MUFINDI","IHOWANZA",145,"MUFINDI KUSINI",1,94
"1927","1102010004002304","IRINGA","MUFINDI","IHOWANZA",145,"MUFINDI KUSINI",1,94
"1928","1102010004009801","IRINGA","MUFINDI","IHOWANZA",145,"MUFINDI KUSINI",1,94
"1929","1102010004009803","IRINGA","MUFINDI","IHOWANZA",145,"MUFINDI KUSINI",1,94
"1930","1102010004019301","IRINGA","MUFINDI","IHOWANZA",145,"MUFINDI KUSINI",1,94
"1931","1102010004020001","IRINGA","MUFINDI","IHOWANZA",145,"MUFINDI KUSINI",1,94
"1932","1102010004024901","IRINGA","MUFINDI","IHOWANZA",145,"MUFINDI KUSINI",1,94
"1933","1102010004024903","IRINGA","MUFINDI","IHOWANZA",145,"MUFINDI KUSINI",1,94
"1934","1102010004024904","IRINGA","MUFINDI","IHOWANZA",145,"MUFINDI KUSINI",1,94
"1935","1102010004028401","IRINGA","MUFINDI","IHOWANZA",145,"MUFINDI KUSINI",1,94
"1936","1102010004034301","IRINGA","MUFINDI","IHOWANZA",145,"MUFINDI KUSINI",1,94
"1937","1102010004035401","IRINGA","MUFINDI","IHOWANZA",145,"MUFINDI KUSINI",1,94
"1938","1102012001002801","IRINGA","MUFINDI","IHOWANZA",145,"MUFINDI KUSINI",1,94
"1939","1102012001004201","IRINGA","MUFINDI","IHOWANZA",145,"MUFINDI KUSINI",1,94
"1940","1102012001004401","IRINGA","MUFINDI","IHOWANZA",145,"MUFINDI KUSINI",1,94
"1941","1102012001011201","IRINGA","MUFINDI","IHOWANZA",145,"MUFINDI KUSINI",1,94
"1942","1102012001012401","IRINGA","MUFINDI","IHOWANZA",145,"MUFINDI KUSINI",1,94
"1943","1102012001017501","IRINGA","MUFINDI","IHOWANZA",145,"MUFINDI KUSINI",1,94
"1944","1102012001019302","IRINGA","MUFINDI","IHOWANZA",145,"MUFINDI KUSINI",1,94
"1945","1102012001035501","IRINGA","MUFINDI","IHOWANZA",145,"MUFINDI KUSINI",1,94
"1946","1102028002014801","IRINGA","MUFINDI","MTWANGO",146,"MUFINDI KUSINI",1,94
