"","y2_hhid","reg","dis","ward","id","con","ccm_prez05","split_prez05"
"875","0701016357005001","DAR-ES-SALAAM","KINONDONI","KUNDUCHI",64,"KAWE",1,68.1
"876","0701016357005401","DAR-ES-SALAAM","KINONDONI","KUNDUCHI",64,"KAWE",1,68.1
"877","0701016357005501","DAR-ES-SALAAM","KINONDONI","KUNDUCHI",64,"KAWE",1,68.1
"878","0701016357006501","DAR-ES-SALAAM","KINONDONI","KUNDUCHI",64,"KAWE",1,68.1
"879","0701016357006503","DAR-ES-SALAAM","KINONDONI","KUNDUCHI",64,"KAWE",1,68.1
"880","0701016357008601","DAR-ES-SALAAM","KINONDONI","KUNDUCHI",64,"KAWE",1,68.1
"881","0701016357009001","DAR-ES-SALAAM","KINONDONI","KUNDUCHI",64,"KAWE",1,68.1
"882","0701016357009005","DAR-ES-SALAAM","KINONDONI","KUNDUCHI",64,"KAWE",1,68.1
"883","0701016357009101","DAR-ES-SALAAM","KINONDONI","KUNDUCHI",64,"KAWE",1,68.1
"884","0701016454000701","DAR-ES-SALAAM","KINONDONI","KUNDUCHI",64,"KAWE",1,68.1
"885","0701016454001102","DAR-ES-SALAAM","KINONDONI","KUNDUCHI",64,"KAWE",1,68.1
"886","0701016454001901","DAR-ES-SALAAM","KINONDONI","KUNDUCHI",64,"KAWE",1,68.1
"887","0701016454002101","DAR-ES-SALAAM","KINONDONI","KUNDUCHI",64,"KAWE",1,68.1
"888","0701016454002801","DAR-ES-SALAAM","KINONDONI","KUNDUCHI",64,"KAWE",1,68.1
"889","0701016454003801","DAR-ES-SALAAM","KINONDONI","KUNDUCHI",64,"KAWE",1,68.1
"890","0701016454003802","DAR-ES-SALAAM","KINONDONI","KUNDUCHI",64,"KAWE",1,68.1
"891","0701016454004501","DAR-ES-SALAAM","KINONDONI","KUNDUCHI",64,"KAWE",1,68.1
"892","0701016454005801","DAR-ES-SALAAM","KINONDONI","KUNDUCHI",64,"KAWE",1,68.1
"893","0701018003003201","DAR-ES-SALAAM","KINONDONI","BUNJU",65,"KAWE",1,68.1
"894","0701018003007601","DAR-ES-SALAAM","KINONDONI","BUNJU",65,"KAWE",1,68.1
"895","0701018003008101","DAR-ES-SALAAM","KINONDONI","BUNJU",65,"KAWE",1,68.1
"896","0701018003030901","DAR-ES-SALAAM","KINONDONI","BUNJU",65,"KAWE",1,68.1
"897","0701018003030903","DAR-ES-SALAAM","KINONDONI","BUNJU",65,"KAWE",1,68.1
"898","0701018003036601","DAR-ES-SALAAM","KINONDONI","BUNJU",65,"KAWE",1,68.1
"899","0701018003038901","DAR-ES-SALAAM","KINONDONI","BUNJU",65,"KAWE",1,68.1
"900","0701018003042601","DAR-ES-SALAAM","KINONDONI","BUNJU",65,"KAWE",1,68.1
"901","0701018003042602","DAR-ES-SALAAM","KINONDONI","BUNJU",65,"KAWE",1,68.1
"902","0701018003044401","DAR-ES-SALAAM","KINONDONI","BUNJU",65,"KAWE",1,68.1
"903","0701018004002801","DAR-ES-SALAAM","KINONDONI","BUNJU",65,"KAWE",1,68.1
"904","0701018004004201","DAR-ES-SALAAM","KINONDONI","BUNJU",65,"KAWE",1,68.1
"905","0701018004004401","DAR-ES-SALAAM","KINONDONI","BUNJU",65,"KAWE",1,68.1
"906","0701018004010301","DAR-ES-SALAAM","KINONDONI","BUNJU",65,"KAWE",1,68.1
"907","0701018004011501","DAR-ES-SALAAM","KINONDONI","BUNJU",65,"KAWE",1,68.1
"908","0701018004012401","DAR-ES-SALAAM","KINONDONI","BUNJU",65,"KAWE",1,68.1
"909","0701018004017501","DAR-ES-SALAAM","KINONDONI","BUNJU",65,"KAWE",1,68.1
"910","0701018004023101","DAR-ES-SALAAM","KINONDONI","BUNJU",65,"KAWE",1,68.1
"911","0701019011002802","DAR-ES-SALAAM","KINONDONI","MAKUBURI",66,"UBUNGO",1,56
"912","0701019011004201","DAR-ES-SALAAM","KINONDONI","MAKUBURI",66,"UBUNGO",1,56
"913","0701019011004401","DAR-ES-SALAAM","KINONDONI","MAKUBURI",66,"UBUNGO",1,56
"914","0701019011005801","DAR-ES-SALAAM","KINONDONI","MAKUBURI",66,"UBUNGO",1,56
"915","0701019011005901","DAR-ES-SALAAM","KINONDONI","MAKUBURI",66,"UBUNGO",1,56
"916","0701019011007801","DAR-ES-SALAAM","KINONDONI","MAKUBURI",66,"UBUNGO",1,56
"917","0701019011010301","DAR-ES-SALAAM","KINONDONI","MAKUBURI",66,"UBUNGO",1,56
"918","0701019072003601","DAR-ES-SALAAM","KINONDONI","MAKUBURI",66,"UBUNGO",1,56
"919","0701019072006001","DAR-ES-SALAAM","KINONDONI","MAKUBURI",66,"UBUNGO",1,56
"920","0701019072007901","DAR-ES-SALAAM","KINONDONI","MAKUBURI",66,"UBUNGO",1,56
"921","0701019072008101","DAR-ES-SALAAM","KINONDONI","MAKUBURI",66,"UBUNGO",1,56
"922","0701019072008102","DAR-ES-SALAAM","KINONDONI","MAKUBURI",66,"UBUNGO",1,56
"923","0701019072008103","DAR-ES-SALAAM","KINONDONI","MAKUBURI",66,"UBUNGO",1,56
"924","0701019072011101","DAR-ES-SALAAM","KINONDONI","MAKUBURI",66,"UBUNGO",1,56
"925","0701019072013101","DAR-ES-SALAAM","KINONDONI","MAKUBURI",66,"UBUNGO",1,56
"926","0701019072013601","DAR-ES-SALAAM","KINONDONI","MAKUBURI",66,"UBUNGO",1,56
"927","0701019072016101","DAR-ES-SALAAM","KINONDONI","MAKUBURI",66,"UBUNGO",1,56
"928","0701021174000201","DAR-ES-SALAAM","KINONDONI","NDUGUMBI",49,"KINONDONI",1,45.4
"929","0701021174000701","DAR-ES-SALAAM","KINONDONI","NDUGUMBI",49,"KINONDONI",1,45.4
"930","0701021174001901","DAR-ES-SALAAM","KINONDONI","NDUGUMBI",49,"KINONDONI",1,45.4
"931","0701021174002601","DAR-ES-SALAAM","KINONDONI","NDUGUMBI",49,"KINONDONI",1,45.4
"932","0701021174004901","DAR-ES-SALAAM","KINONDONI","NDUGUMBI",49,"KINONDONI",1,45.4
"933","0701021174006301","DAR-ES-SALAAM","KINONDONI","NDUGUMBI",49,"KINONDONI",1,45.4
"934","0701021174007101","DAR-ES-SALAAM","KINONDONI","NDUGUMBI",49,"KINONDONI",1,45.4
"935","0701021174007103","DAR-ES-SALAAM","KINONDONI","NDUGUMBI",49,"KINONDONI",1,45.4
"936","0701021174007104","DAR-ES-SALAAM","KINONDONI","NDUGUMBI",49,"KINONDONI",1,45.4
"937","0701022027000401","DAR-ES-SALAAM","KINONDONI","UBUNGO",59,"UBUNGO",1,56
"938","0701022027000403","DAR-ES-SALAAM","KINONDONI","UBUNGO",59,"UBUNGO",1,56
"939","0701022027000801","DAR-ES-SALAAM","KINONDONI","UBUNGO",59,"UBUNGO",1,56
"940","0701022027000805","DAR-ES-SALAAM","KINONDONI","UBUNGO",59,"UBUNGO",1,56
"941","0701022027000901","DAR-ES-SALAAM","KINONDONI","UBUNGO",59,"UBUNGO",1,56
"942","0701022027001101","DAR-ES-SALAAM","KINONDONI","UBUNGO",59,"UBUNGO",1,56
"943","0701022027001103","DAR-ES-SALAAM","KINONDONI","UBUNGO",59,"UBUNGO",1,56
"944","0701022027001201","DAR-ES-SALAAM","KINONDONI","UBUNGO",59,"UBUNGO",1,56
"945","0701022027001301","DAR-ES-SALAAM","KINONDONI","UBUNGO",59,"UBUNGO",1,56
"946","0701022027002401","DAR-ES-SALAAM","KINONDONI","UBUNGO",59,"UBUNGO",1,56
"947","0701022027002501","DAR-ES-SALAAM","KINONDONI","UBUNGO",59,"UBUNGO",1,56
"948","0701022050001001","DAR-ES-SALAAM","KINONDONI","SINZA",67,"UBUNGO",1,56
"949","0701022050001401","DAR-ES-SALAAM","KINONDONI","SINZA",67,"UBUNGO",1,56
"950","0701022050003401","DAR-ES-SALAAM","KINONDONI","SINZA",67,"UBUNGO",1,56
"951","0701022050003601","DAR-ES-SALAAM","KINONDONI","SINZA",67,"UBUNGO",1,56
"952","0701022050004401","DAR-ES-SALAAM","KINONDONI","SINZA",67,"UBUNGO",1,56
"953","0701022050004405","DAR-ES-SALAAM","KINONDONI","SINZA",67,"UBUNGO",1,56
"954","0701022050004406","DAR-ES-SALAAM","KINONDONI","SINZA",67,"UBUNGO",1,56
"955","0701022050004801","DAR-ES-SALAAM","KINONDONI","SINZA",67,"UBUNGO",1,56
"956","0701022050004901","DAR-ES-SALAAM","KINONDONI","SINZA",67,"UBUNGO",1,56
"957","0701022050005901","DAR-ES-SALAAM","KINONDONI","SINZA",67,"UBUNGO",1,56
"958","0701023064000601","DAR-ES-SALAAM","KINONDONI","KIJITONYAMA",61,"KINONDONI",1,45.4
"959","0701023064001301","DAR-ES-SALAAM","KINONDONI","KIJITONYAMA",61,"KINONDONI",1,45.4
"960","0701023064004201","DAR-ES-SALAAM","KINONDONI","KIJITONYAMA",61,"KINONDONI",1,45.4
"961","0701023064004701","DAR-ES-SALAAM","KINONDONI","KIJITONYAMA",61,"KINONDONI",1,45.4
"962","0701023064005501","DAR-ES-SALAAM","KINONDONI","KIJITONYAMA",61,"KINONDONI",1,45.4
"963","0701023064006501","DAR-ES-SALAAM","KINONDONI","KIJITONYAMA",61,"KINONDONI",1,45.4
"964","0701023064006801","DAR-ES-SALAAM","KINONDONI","KIJITONYAMA",61,"KINONDONI",1,45.4
"965","0701023067000601","DAR-ES-SALAAM","KINONDONI","MIKOCHENI",68,"KAWE",1,68.1
"966","0701023067000901","DAR-ES-SALAAM","KINONDONI","MIKOCHENI",68,"KAWE",1,68.1
"967","0701023067002501","DAR-ES-SALAAM","KINONDONI","MIKOCHENI",68,"KAWE",1,68.1
"968","0701023067002503","DAR-ES-SALAAM","KINONDONI","MIKOCHENI",68,"KAWE",1,68.1
"969","0701023067002506","DAR-ES-SALAAM","KINONDONI","MIKOCHENI",68,"KAWE",1,68.1
"970","0701023067002701","DAR-ES-SALAAM","KINONDONI","MIKOCHENI",68,"KAWE",1,68.1
"971","0701023067002901","DAR-ES-SALAAM","KINONDONI","MIKOCHENI",68,"KAWE",1,68.1
"972","0701023067002902","DAR-ES-SALAAM","KINONDONI","MIKOCHENI",68,"KAWE",1,68.1
"973","0701023067005101","DAR-ES-SALAAM","KINONDONI","MIKOCHENI",68,"KAWE",1,68.1
"974","0701023067006501","DAR-ES-SALAAM","KINONDONI","MIKOCHENI",68,"KAWE",1,68.1
"975","0701023067006502","DAR-ES-SALAAM","KINONDONI","MIKOCHENI",68,"KAWE",1,68.1
"976","0701023067006701","DAR-ES-SALAAM","KINONDONI","MIKOCHENI",68,"KAWE",1,68.1
"977","0701023067006705","DAR-ES-SALAAM","KINONDONI","MIKOCHENI",68,"KAWE",1,68.1
"978","0701023067006707","DAR-ES-SALAAM","KINONDONI","MIKOCHENI",68,"KAWE",1,68.1
"979","0701024001008801","DAR-ES-SALAAM","KINONDONI","KIMARA",69,"UBUNGO",1,56
"980","0701024001014801","DAR-ES-SALAAM","KINONDONI","KIMARA",69,"UBUNGO",1,56
"981","0701024001017601","DAR-ES-SALAAM","KINONDONI","KIMARA",69,"UBUNGO",1,56
"982","0701024001021701","DAR-ES-SALAAM","KINONDONI","KIMARA",69,"UBUNGO",1,56
"983","0701024001028302","DAR-ES-SALAAM","KINONDONI","KIMARA",69,"UBUNGO",1,56
"984","0701024001031701","DAR-ES-SALAAM","KINONDONI","KIMARA",69,"UBUNGO",1,56
"985","0701024001031704","DAR-ES-SALAAM","KINONDONI","KIMARA",69,"UBUNGO",1,56
"986","0701024001033601","DAR-ES-SALAAM","KINONDONI","KIMARA",69,"UBUNGO",1,56
"987","0701024036003601","DAR-ES-SALAAM","KINONDONI","KIMARA",69,"UBUNGO",1,56
"988","0701024036003604","DAR-ES-SALAAM","KINONDONI","KIMARA",69,"UBUNGO",1,56
"989","0701024036004401","DAR-ES-SALAAM","KINONDONI","KIMARA",69,"UBUNGO",1,56
"990","0701024036004801","DAR-ES-SALAAM","KINONDONI","KIMARA",69,"UBUNGO",1,56
"991","0701024036007202","DAR-ES-SALAAM","KINONDONI","KIMARA",69,"UBUNGO",1,56
"992","0701024036007203","DAR-ES-SALAAM","KINONDONI","KIMARA",69,"UBUNGO",1,56
"993","0701024036007209","DAR-ES-SALAAM","KINONDONI","KIMARA",69,"UBUNGO",1,56
"994","0701024036009201","DAR-ES-SALAAM","KINONDONI","KIMARA",69,"UBUNGO",1,56
"995","0701024036011401","DAR-ES-SALAAM","KINONDONI","KIMARA",69,"UBUNGO",1,56
"996","0701024036012501","DAR-ES-SALAAM","KINONDONI","KIMARA",69,"UBUNGO",1,56
"997","0701027063000201","DAR-ES-SALAAM","KINONDONI","HANANASIF",48,"KINONDONI",1,45.4
"998","0701027063001501","DAR-ES-SALAAM","KINONDONI","HANANASIF",48,"KINONDONI",1,45.4
"999","0701027063002901","DAR-ES-SALAAM","KINONDONI","HANANASIF",48,"KINONDONI",1,45.4
"1000","0701027063003501","DAR-ES-SALAAM","KINONDONI","HANANASIF",48,"KINONDONI",1,45.4
"1001","0701027063003503","DAR-ES-SALAAM","KINONDONI","HANANASIF",48,"KINONDONI",1,45.4
"1002","0701027063003505","DAR-ES-SALAAM","KINONDONI","HANANASIF",48,"KINONDONI",1,45.4
"1003","0701027063003506","DAR-ES-SALAAM","KINONDONI","HANANASIF",48,"KINONDONI",1,45.4
"1004","0701027063004501","DAR-ES-SALAAM","KINONDONI","HANANASIF",48,"KINONDONI",1,45.4
"1005","0701027063005001","DAR-ES-SALAAM","KINONDONI","HANANASIF",48,"KINONDONI",1,45.4
"1006","0702001125000101","DAR-ES-SALAAM","ILALA","UKONGA",36,"UKONGA",1,49.9
"1007","0702001125000103","DAR-ES-SALAAM","ILALA","UKONGA",36,"UKONGA",1,49.9
"1008","0702001125000401","DAR-ES-SALAAM","ILALA","UKONGA",36,"UKONGA",1,49.9
"1009","0702001125001101","DAR-ES-SALAAM","ILALA","UKONGA",36,"UKONGA",1,49.9
"1010","0702001125001901","DAR-ES-SALAAM","ILALA","UKONGA",36,"UKONGA",1,49.9
"1011","0702001125005101","DAR-ES-SALAAM","ILALA","UKONGA",36,"UKONGA",1,49.9
"1012","0702001125005103","DAR-ES-SALAAM","ILALA","UKONGA",36,"UKONGA",1,49.9
"1013","0702001125005201","DAR-ES-SALAAM","ILALA","UKONGA",36,"UKONGA",1,49.9
"1014","0702001125005401","DAR-ES-SALAAM","ILALA","UKONGA",36,"UKONGA",1,49.9
"1015","0702001125005601","DAR-ES-SALAAM","ILALA","UKONGA",36,"UKONGA",1,49.9
"1016","0702001125005602","DAR-ES-SALAAM","ILALA","UKONGA",36,"UKONGA",1,49.9
"1017","0702002001001701","DAR-ES-SALAAM","ILALA","PUGU",37,"UKONGA",1,49.9
"1018","0702002001011801","DAR-ES-SALAAM","ILALA","PUGU",37,"UKONGA",1,49.9
"1019","0702002001013901","DAR-ES-SALAAM","ILALA","PUGU",37,"UKONGA",1,49.9
"1020","0702002001016101","DAR-ES-SALAAM","ILALA","PUGU",37,"UKONGA",1,49.9
"1021","0702002001035801","DAR-ES-SALAAM","ILALA","PUGU",37,"UKONGA",1,49.9
"1022","0702002001036401","DAR-ES-SALAAM","ILALA","PUGU",37,"UKONGA",1,49.9
"1023","0702002001036404","DAR-ES-SALAAM","ILALA","PUGU",37,"UKONGA",1,49.9
"1024","0702002001040001","DAR-ES-SALAAM","ILALA","PUGU",37,"UKONGA",1,49.9
"1025","0702002001040002","DAR-ES-SALAAM","ILALA","PUGU",37,"UKONGA",1,49.9
"1026","0702002001041601","DAR-ES-SALAAM","ILALA","PUGU",37,"UKONGA",1,49.9
"1027","0702002329003501","DAR-ES-SALAAM","ILALA","KITUNDA",38,"UKONGA",1,49.9
"1028","0702002329005501","DAR-ES-SALAAM","ILALA","KITUNDA",38,"UKONGA",1,49.9
"1029","0702002329006001","DAR-ES-SALAAM","ILALA","KITUNDA",38,"UKONGA",1,49.9
"1030","0702002329015201","DAR-ES-SALAAM","ILALA","KITUNDA",38,"UKONGA",1,49.9
"1031","0702002329020501","DAR-ES-SALAAM","ILALA","KITUNDA",38,"UKONGA",1,49.9
"1032","0702002329037401","DAR-ES-SALAAM","ILALA","KITUNDA",38,"UKONGA",1,49.9
"1033","0702002329037501","DAR-ES-SALAAM","ILALA","KITUNDA",38,"UKONGA",1,49.9
"1034","0702002329037502","DAR-ES-SALAAM","ILALA","KITUNDA",38,"UKONGA",1,49.9
"1035","0702006012000401","DAR-ES-SALAAM","ILALA","LLALA",33,"ILALA",1,56.4
"1036","0702006012001701","DAR-ES-SALAAM","ILALA","LLALA",33,"ILALA",1,56.4
"1037","0702006012002801","DAR-ES-SALAAM","ILALA","LLALA",33,"ILALA",1,56.4
"1038","0702006012003501","DAR-ES-SALAAM","ILALA","LLALA",33,"ILALA",1,56.4
"1039","0702006012003901","DAR-ES-SALAAM","ILALA","LLALA",33,"ILALA",1,56.4
"1040","0702006012004001","DAR-ES-SALAAM","ILALA","LLALA",33,"ILALA",1,56.4
"1041","0702006012004008","DAR-ES-SALAAM","ILALA","LLALA",33,"ILALA",1,56.4
"1042","0702006012004401","DAR-ES-SALAAM","ILALA","LLALA",33,"ILALA",1,56.4
"1043","0702006012004409","DAR-ES-SALAAM","ILALA","LLALA",33,"ILALA",1,56.4
"1044","0702009001000201","DAR-ES-SALAAM","ILALA","KIPAWA",39,"UKONGA",1,49.9
"1045","0702009001000601","DAR-ES-SALAAM","ILALA","KIPAWA",39,"UKONGA",1,49.9
"1046","0702009001001301","DAR-ES-SALAAM","ILALA","KIPAWA",39,"UKONGA",1,49.9
"1047","0702009001002401","DAR-ES-SALAAM","ILALA","KIPAWA",39,"UKONGA",1,49.9
"1048","0702009001002405","DAR-ES-SALAAM","ILALA","KIPAWA",39,"UKONGA",1,49.9
"1049","0702009001007401","DAR-ES-SALAAM","ILALA","KIPAWA",39,"UKONGA",1,49.9
"1050","0702009001007701","DAR-ES-SALAAM","ILALA","KIPAWA",39,"UKONGA",1,49.9
"1051","0702009001007705","DAR-ES-SALAAM","ILALA","KIPAWA",39,"UKONGA",1,49.9
"1052","0702009001009801","DAR-ES-SALAAM","ILALA","KIPAWA",39,"UKONGA",1,49.9
"1053","0702009028000601","DAR-ES-SALAAM","ILALA","KIPAWA",39,"UKONGA",1,49.9
"1054","0702009028005001","DAR-ES-SALAAM","ILALA","KIPAWA",39,"UKONGA",1,49.9
"1055","0702009028005401","DAR-ES-SALAAM","ILALA","KIPAWA",39,"UKONGA",1,49.9
"1056","0702009028005402","DAR-ES-SALAAM","ILALA","KIPAWA",39,"UKONGA",1,49.9
"1057","0702009028005405","DAR-ES-SALAAM","ILALA","KIPAWA",39,"UKONGA",1,49.9
"1058","0702009028005501","DAR-ES-SALAAM","ILALA","KIPAWA",39,"UKONGA",1,49.9
"1059","0702009028005505","DAR-ES-SALAAM","ILALA","KIPAWA",39,"UKONGA",1,49.9
"1060","0702009028009001","DAR-ES-SALAAM","ILALA","KIPAWA",39,"UKONGA",1,49.9
"1061","0702009028009101","DAR-ES-SALAAM","ILALA","KIPAWA",39,"UKONGA",1,49.9
"1062","0702009028011401","DAR-ES-SALAAM","ILALA","KIPAWA",39,"UKONGA",1,49.9
"1063","0702009028011601","DAR-ES-SALAAM","ILALA","KIPAWA",39,"UKONGA",1,49.9
"1064","0702010047000201","DAR-ES-SALAAM","ILALA","VINGUNGUTI",40,"UKONGA",1,49.9
"1065","0702010047001702","DAR-ES-SALAAM","ILALA","VINGUNGUTI",40,"UKONGA",1,49.9
"1066","0702010047002101","DAR-ES-SALAAM","ILALA","VINGUNGUTI",40,"UKONGA",1,49.9
"1067","0702010047002108","DAR-ES-SALAAM","ILALA","VINGUNGUTI",40,"UKONGA",1,49.9
"1068","0702010047003001","DAR-ES-SALAAM","ILALA","VINGUNGUTI",40,"UKONGA",1,49.9
"1069","0702010047003502","DAR-ES-SALAAM","ILALA","VINGUNGUTI",40,"UKONGA",1,49.9
"1070","0702010047004701","DAR-ES-SALAAM","ILALA","VINGUNGUTI",40,"UKONGA",1,49.9
"1071","0702010047005301","DAR-ES-SALAAM","ILALA","VINGUNGUTI",40,"UKONGA",1,49.9
"1072","0702010074003601","DAR-ES-SALAAM","ILALA","VINGUNGUTI",40,"UKONGA",1,49.9
"1073","0702010074004401","DAR-ES-SALAAM","ILALA","VINGUNGUTI",40,"UKONGA",1,49.9
"1074","0702010074004801","DAR-ES-SALAAM","ILALA","VINGUNGUTI",40,"UKONGA",1,49.9
"1075","0702010074005901","DAR-ES-SALAAM","ILALA","VINGUNGUTI",40,"UKONGA",1,49.9
"1076","0702010074006201","DAR-ES-SALAAM","ILALA","VINGUNGUTI",40,"UKONGA",1,49.9
"1077","0702010074006801","DAR-ES-SALAAM","ILALA","VINGUNGUTI",40,"UKONGA",1,49.9
"1078","0702010074009201","DAR-ES-SALAAM","ILALA","VINGUNGUTI",40,"UKONGA",1,49.9
"1079","0702020058001602","DAR-ES-SALAAM","ILALA","TABATA",41,"UKONGA",1,49.9
"1080","0702020058003501","DAR-ES-SALAAM","ILALA","TABATA",41,"UKONGA",1,49.9
"1081","0702020058004501","DAR-ES-SALAAM","ILALA","TABATA",41,"UKONGA",1,49.9
"1082","0702020058005001","DAR-ES-SALAAM","ILALA","TABATA",41,"UKONGA",1,49.9
"1083","0702020058007501","DAR-ES-SALAAM","ILALA","TABATA",41,"UKONGA",1,49.9
"1084","0702020058008801","DAR-ES-SALAAM","ILALA","TABATA",41,"UKONGA",1,49.9
"1085","0702020058008802","DAR-ES-SALAAM","ILALA","TABATA",41,"UKONGA",1,49.9
"1086","0702020058011001","DAR-ES-SALAAM","ILALA","TABATA",41,"UKONGA",1,49.9
"1087","0702020058011002","DAR-ES-SALAAM","ILALA","TABATA",41,"UKONGA",1,49.9
"1088","0703001075001201","DAR-ES-SALAAM","TEMEKE","KIGAMBONI",75,"KIGAMBONI",1,34
"1089","0703001075006901","DAR-ES-SALAAM","TEMEKE","KIGAMBONI",75,"KIGAMBONI",1,34
"1090","0703001075007101","DAR-ES-SALAAM","TEMEKE","KIGAMBONI",75,"KIGAMBONI",1,34
"1091","0703001075008101","DAR-ES-SALAAM","TEMEKE","KIGAMBONI",75,"KIGAMBONI",1,34
"1092","0703001075008102","DAR-ES-SALAAM","TEMEKE","KIGAMBONI",75,"KIGAMBONI",1,34
"1093","0703001075008701","DAR-ES-SALAAM","TEMEKE","KIGAMBONI",75,"KIGAMBONI",1,34
"1094","0703001075011701","DAR-ES-SALAAM","TEMEKE","KIGAMBONI",75,"KIGAMBONI",1,34
"1095","0703001075012801","DAR-ES-SALAAM","TEMEKE","KIGAMBONI",75,"KIGAMBONI",1,34
"1096","0703001075013401","DAR-ES-SALAAM","TEMEKE","KIGAMBONI",75,"KIGAMBONI",1,34
"1097","0703002004005001","DAR-ES-SALAAM","TEMEKE","KIGAMBONI",75,"KIGAMBONI",1,34
"1098","0703002004008801","DAR-ES-SALAAM","TEMEKE","KIGAMBONI",75,"KIGAMBONI",1,34
"1099","0703002004014801","DAR-ES-SALAAM","TEMEKE","KIGAMBONI",75,"KIGAMBONI",1,34
"1100","0703002004016101","DAR-ES-SALAAM","TEMEKE","KIGAMBONI",75,"KIGAMBONI",1,34
"1101","0703002004020601","DAR-ES-SALAAM","TEMEKE","KIGAMBONI",75,"KIGAMBONI",1,34
"1102","0703002004021701","DAR-ES-SALAAM","TEMEKE","KIGAMBONI",75,"KIGAMBONI",1,34
"1103","0703002004026301","DAR-ES-SALAAM","TEMEKE","KIGAMBONI",75,"KIGAMBONI",1,34
"1104","0703002004029701","DAR-ES-SALAAM","TEMEKE","KIGAMBONI",75,"KIGAMBONI",1,34
"1105","0703003001004401","DAR-ES-SALAAM","TEMEKE","TOANGOMA",76,"KIGAMBONI",1,34
"1106","0703003001011501","DAR-ES-SALAAM","TEMEKE","TOANGOMA",76,"KIGAMBONI",1,34
"1107","0703003001012401","DAR-ES-SALAAM","TEMEKE","TOANGOMA",76,"KIGAMBONI",1,34
"1108","0703003001017501","DAR-ES-SALAAM","TEMEKE","TOANGOMA",76,"KIGAMBONI",1,34
"1109","0703003001031701","DAR-ES-SALAAM","TEMEKE","TOANGOMA",76,"KIGAMBONI",1,34
"1110","0703003001041901","DAR-ES-SALAAM","TEMEKE","TOANGOMA",76,"KIGAMBONI",1,34
"1111","0703003001041902","DAR-ES-SALAAM","TEMEKE","TOANGOMA",76,"KIGAMBONI",1,34
"1112","0703003001048301","DAR-ES-SALAAM","TEMEKE","TOANGOMA",76,"KIGAMBONI",1,34
"1113","0703003001068501","DAR-ES-SALAAM","TEMEKE","TOANGOMA",76,"KIGAMBONI",1,34
"1114","0703003002000401","DAR-ES-SALAAM","TEMEKE","MJI MWEMA",77,"KIGAMBONI",1,34
"1115","0703003002012501","DAR-ES-SALAAM","TEMEKE","MJI MWEMA",77,"KIGAMBONI",1,34
"1116","0703003002012502","DAR-ES-SALAAM","TEMEKE","MJI MWEMA",77,"KIGAMBONI",1,34
"1117","0703003002016301","DAR-ES-SALAAM","TEMEKE","MJI MWEMA",77,"KIGAMBONI",1,34
"1118","0703003002022401","DAR-ES-SALAAM","TEMEKE","MJI MWEMA",77,"KIGAMBONI",1,34
"1119","0703003002023201","DAR-ES-SALAAM","TEMEKE","MJI MWEMA",77,"KIGAMBONI",1,34
"1120","0703003002025801","DAR-ES-SALAAM","TEMEKE","MJI MWEMA",77,"KIGAMBONI",1,34
"1121","0703003002030901","DAR-ES-SALAAM","TEMEKE","MJI MWEMA",77,"KIGAMBONI",1,34
"1122","0703003002030903","DAR-ES-SALAAM","TEMEKE","MJI MWEMA",77,"KIGAMBONI",1,34
"1123","0703003002035301","DAR-ES-SALAAM","TEMEKE","MJI MWEMA",77,"KIGAMBONI",1,34
"1124","0703007049000101","DAR-ES-SALAAM","TEMEKE","CHARAMBE",78,"KIGAMBONI",1,34
"1125","0703007049002701","DAR-ES-SALAAM","TEMEKE","CHARAMBE",78,"KIGAMBONI",1,34
"1126","0703007049003101","DAR-ES-SALAAM","TEMEKE","CHARAMBE",78,"KIGAMBONI",1,34
"1127","0703007049003102","DAR-ES-SALAAM","TEMEKE","CHARAMBE",78,"KIGAMBONI",1,34
"1128","0703007049004401","DAR-ES-SALAAM","TEMEKE","CHARAMBE",78,"KIGAMBONI",1,34
"1129","0703007049004701","DAR-ES-SALAAM","TEMEKE","CHARAMBE",78,"KIGAMBONI",1,34
"1130","0703007049005901","DAR-ES-SALAAM","TEMEKE","CHARAMBE",78,"KIGAMBONI",1,34
"1131","0703007049010401","DAR-ES-SALAAM","TEMEKE","CHARAMBE",78,"KIGAMBONI",1,34
"1132","0703007049017101","DAR-ES-SALAAM","TEMEKE","CHARAMBE",78,"KIGAMBONI",1,34
"1133","0703010003007801","DAR-ES-SALAAM","TEMEKE","CHARAMBE",78,"KIGAMBONI",1,34
"1134","0703010003008801","DAR-ES-SALAAM","TEMEKE","CHARAMBE",78,"KIGAMBONI",1,34
"1135","0703010003010401","DAR-ES-SALAAM","TEMEKE","CHARAMBE",78,"KIGAMBONI",1,34
"1136","0703010003012401","DAR-ES-SALAAM","TEMEKE","CHARAMBE",78,"KIGAMBONI",1,34
"1137","0703010003014301","DAR-ES-SALAAM","TEMEKE","CHARAMBE",78,"KIGAMBONI",1,34
"1138","0703010003015201","DAR-ES-SALAAM","TEMEKE","CHARAMBE",78,"KIGAMBONI",1,34
"1139","0703010188000601","DAR-ES-SALAAM","TEMEKE","CHARAMBE",78,"KIGAMBONI",1,34
"1140","0703010188000602","DAR-ES-SALAAM","TEMEKE","CHARAMBE",78,"KIGAMBONI",1,34
"1141","0703010188000801","DAR-ES-SALAAM","TEMEKE","CHARAMBE",78,"KIGAMBONI",1,34
